,RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance.x,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019,UniqueID,Yearplanted,Current.name,TaxonoriginalDN,Section,Diam.1.Bark,Diam.1.peeled,Diam.2.Bark,Diam.2.peeled,bark.thickness,WD,Volume.wood,Leaf.dry.weight,Wood.dry.weight,Provenance.y,Drought2006Scale,latitude,longitude,Stateoccurrence,Regeneration.Strategy,ai_et0,et0_yr,AICorrected,MAT,TWQ,TCQ,MAP,PWM,PDM,PS,PWarmQ,PDQ,PWetQ,PCQ,MDR,ISOT,TS,MaxTWM,MinTCM,TAR,MTWQ,MeanTDQ,et0_yr_corrected,PrecDeficit,ConsevationStatusNSW
548,R233/T23,-27.17,0.8,52.6,Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",2001,CCA4622,3579,Eucalyptus purpurata,D.Nicolle,3579,33,40,7,120,24,3,233,23,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,R233/T24,-26.95,0.8,51.8,Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",2001,CCA4623,3579,Eucalyptus purpurata,D.Nicolle,3579,33,40,7,120,24,3,233,24,Alive,Slight,,Moderate,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,R234/T09,-27.94,1.1,51.8,Eucalyptus vesiculosa,DN 3565,"Corackerup, WA",2001,CCA4637,3565,Eucalyptus vesiculosa,D.Nicolle,3565,34,13,18,118,39,21,234,9,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,R234/T10,-28.17,0.8,53.1,Eucalyptus vesiculosa,DN 3565,"Corackerup, WA",2001,CCA4638,3565,Eucalyptus vesiculosa,D.Nicolle,3565,34,13,18,118,39,21,234,10,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,R235/T01,-26.71,1.5,52.8,Eucalyptus cuprea,DN 3536,"Murchison River, WA",2001,CCA4659,3536,Eucalyptus cuprea,D.Nicolle,3536,27,44,54,114,40,30,235,1,Alive,None evident,,None evident,Flowered,3536,2001,Eucalyptus cuprea,Eucalyptus cuprea,Adnataria,7.55,4.79,7.21,5.25,2.36,0.741176471,0.85,0.63,3.1072,"Murchison River, WA",0,-27.74833333,114.675,WA,Lignotuber,1326,2449,0.1326,20.89999962,27.26666641,14.55000019,325,59,4,70.42655945,169,25,46,156,14.85000038,52.10526657,518.1917725,36.29999924,7.800000191,28.5,15.78333282,22.60000038,0.2449,324.7551,
553,R235/T02,-28.15,1.2,53.9,Eucalyptus cuprea,DN 3536,"Murchison River, WA",2001,CCA4660,3536,Eucalyptus cuprea,D.Nicolle,3536,27,44,54,114,40,30,235,2,Alive,None evident,,None evident,Flowered,3536,2001,Eucalyptus cuprea,Eucalyptus cuprea,Adnataria,9.35,7,8.86,6.35,2.43,0.730569948,1.93,1.41,2.6313,"Murchison River, WA",0,-27.74833333,114.675,WA,Lignotuber,1326,2449,0.1326,20.89999962,27.26666641,14.55000019,325,59,4,70.42655945,169,25,46,156,14.85000038,52.10526657,518.1917725,36.29999924,7.800000191,28.5,15.78333282,22.60000038,0.2449,324.7551,
554,R235/T04,-26.93,1.4,53.3,Eucalyptus cuprea,DN 3536,"Murchison River, WA",2001,CCA4662,3536,Eucalyptus cuprea,D.Nicolle,3536,27,44,54,114,40,30,235,4,Alive,None evident,,None evident,,3536,2001,Eucalyptus cuprea,Eucalyptus cuprea,Adnataria,8.84,6.59,9.39,6.64,2.5,0.713375796,1.57,1.12,1.7657,"Murchison River, WA",0,-27.74833333,114.675,WA,Lignotuber,1326,2449,0.1326,20.89999962,27.26666641,14.55000019,325,59,4,70.42655945,169,25,46,156,14.85000038,52.10526657,518.1917725,36.29999924,7.800000191,28.5,15.78333282,22.60000038,0.2449,324.7551,
555,R235/T05,-27.37,0.9,53.4,Eucalyptus vittata,DN 3474,"Yellowdine, WA",2001,CCA4663,3474,Eucalyptus vittata,D.Nicolle,3474,31,17,29,119,47,44,235,5,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,R235/T06,-28.1,1,52.5,Eucalyptus vittata,DN 3474,"Yellowdine, WA",2001,CCA4664,3474,Eucalyptus vittata,D.Nicolle,3474,31,17,29,119,47,44,235,6,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,R235/T08,-26.85,1,53.7,Eucalyptus vittata,DN 3474,"Yellowdine, WA",2001,CCA4666,3474,Eucalyptus vittata,D.Nicolle,3474,31,17,29,119,47,44,235,8,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,R235/T25,-26.9,1.1,50,Eucalyptus behriana,DN 3183,"Edillilie, SA",2001,CCA4679,3183,Eucalyptus behriana,D.Nicolle,3183,34,27,42,135,41,21,235,25,Alive,Moderate,,None evident,Flowered,3183,2001,Eucalyptus behriana,Eucalyptus behriana,Adnataria,10.87,8.42,10.73,8.6,2.29,0.716171617,3.03,2.17,3.8211,"Edillilie, SA",0,-34.46166667,135.6891667,"Vic,SA,NSW",Lignotuber,2803,1783,0.2803,16.37916565,21,11.66666603,500,86,12,62.04468536,235,44,47,235,11.125,51.74418259,383.7107239,28.20000076,6.699999809,21.5,11.66666603,20.96666718,0.1783,499.8217,
559,R235/T27,-27.72,0.9,48.6,Eucalyptus behriana,DN 3183,"Edillilie, SA",2001,CCA4681,3183,Eucalyptus behriana,D.Nicolle,3183,34,27,42,135,41,21,235,27,Alive,Moderate,,None evident,Flowered,3183,2001,Eucalyptus behriana,Eucalyptus behriana,Adnataria,8.76,7.8,9.58,7.36,1.59,0.738461538,1.95,1.44,5.1007,"Edillilie, SA",0,-34.46166667,135.6891667,"Vic,SA,NSW",Lignotuber,2803,1783,0.2803,16.37916565,21,11.66666603,500,86,12,62.04468536,235,44,47,235,11.125,51.74418259,383.7107239,28.20000076,6.699999809,21.5,11.66666603,20.96666718,0.1783,499.8217,
560,R235/T28,-27.84,1.2,50.9,Eucalyptus behriana,DN 3183,"Edillilie, SA",2001,CCA4682,3183,Eucalyptus behriana,D.Nicolle,3183,34,27,42,135,41,21,235,28,Alive,Slight,,None evident,Flowered,3183,2001,Eucalyptus behriana,Eucalyptus behriana,Adnataria,9.61,7.72,9.64,7.18,2.175,0.76419214,2.29,1.75,5.9828,"Edillilie, SA",0,-34.46166667,135.6891667,"Vic,SA,NSW",Lignotuber,2803,1783,0.2803,16.37916565,21,11.66666603,500,86,12,62.04468536,235,44,47,235,11.125,51.74418259,383.7107239,28.20000076,6.699999809,21.5,11.66666603,20.96666718,0.1783,499.8217,
561,R238/T10,-27.93,1,53.5,Eucalyptus preissiana subsp. lobata,DN 3710,"Stokes Inlet, WA",2001,CCA4733,3710,Eucalyptus preissiana subsp. lobata,D.Nicolle,3710,33,51,0,121,8,39,238,10,Alive,Slight,,Moderate,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,R238/T11,-26.92,0.8,52.4,Eucalyptus preissiana subsp. lobata,DN 3710,"Stokes Inlet, WA",2001,CCA4734,3710,Eucalyptus preissiana subsp. lobata,D.Nicolle,3710,33,51,0,121,8,39,238,11,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,R238/T12,-27.01,0.6,53.8,Eucalyptus preissiana subsp. lobata,DN 3710,"Stokes Inlet, WA",2001,CCA4735,3710,Eucalyptus preissiana subsp. lobata,D.Nicolle,3710,33,51,0,121,8,39,238,12,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,R239/T05,-29.44,1.1,49.3,Eucalyptus drummondii,DN 3549,"Waroona, WA",2001,CCA4744,3549,Eucalyptus drummondii (microflora variant),D.Nicolle,3549,32,52,47,115,59,34,239,5,Alive,Slight,,None evident,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,R239/T07,-29.44,1,52,Eucalyptus drummondii,DN 3549,"Waroona, WA",2001,CCA4745,3549,Eucalyptus drummondii (microflora variant),D.Nicolle,3549,32,52,47,115,59,34,239,7,Alive,Slight,,None evident,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,R199/T28,-26.35,0.9,52.2,Eucalyptus eremicola subsp. eremicola,DN 2614,"Ooldea Range, SA",2002,CCA3981,2614,Eucalyptus eremicola subsp. eremicola,D.Nicolle,2614,29,50,13,130,6,16,199,28,Alive,None evident,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,R199/T30,-27.27,0.9,50.8,Eucalyptus eremicola subsp. eremicola,DN 2614,"Ooldea Range, SA",2002,CCA3982,2614,Eucalyptus eremicola subsp. eremicola,D.Nicolle,2614,29,50,13,130,6,16,199,30,Alive,None evident,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,R200/T21,-26.2,1,51.3,Eucalyptus largiflorens,DN 4172,"Cooper Creek, SA",2002,CCA3989,4172,Eucalyptus largiflorens,D.Nicolle,4172,28,42,12,138,27,26,200,21,Alive,None evident,,Not applicable,,4172,2002,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,9.35,6.64,9.69,6.61,2.895,0.809160305,1.31,1.06,2.3685,"Cooper Creek, SA",Not applicable,-28.70333333,138.4572222,"Vic,NSW,SA,Qld",Combination,460,2954,0.046,21.82917,29.7,13.56667,136,18,7,29.20011,47,22,47,31,14.775,45.74303,654.4688,38,5.7,32.3,29.7,18.58333,0.2954,135.7046,
569,R200/T24,-28.89,0.9,52,Eucalyptus largiflorens,DN 4172,"Cooper Creek, SA",2002,CCA3992,4172,Eucalyptus largiflorens,D.Nicolle,4172,28,42,12,138,27,26,200,24,Alive,None evident,,Not applicable,Flowered,4172,2002,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,6.44,4.54,6.43,5.22,1.555,0.878787879,0.99,0.87,3.2749,"Cooper Creek, SA",Not applicable,-28.70333333,138.4572222,"Vic,NSW,SA,Qld",Combination,460,2954,0.046,21.82917,29.7,13.56667,136,18,7,29.20011,47,22,47,31,14.775,45.74303,654.4688,38,5.7,32.3,29.7,18.58333,0.2954,135.7046,
570,R200/T27,-27,1.9,52.2,Eucalyptus lucasii,DN 4283,"Kumarina roadhouse, WA",2002,CCA3995,4283,Eucalyptus lucasii,D.Nicolle,4283,24,38,17,119,36,33,200,27,Alive,None evident,,Not applicable,Flowered,4283,2002,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,9.48,7.55,9.28,7.35,1.93,0.708502024,2.47,1.75,2.5781,"Kumarina roadhouse, WA",Not applicable,-24.63805556,119.6091667,WA,Lignotuber,690,3054,0.069,22.49167,30.13333,14.03333,211,34,3,60.59742,96,14,96,34,14.56667,44.54638,656.2526,38.3,5.6,32.7,30.13333,19.01667,0.3054,210.6946,
571,R200/T25,-26.44,1.4,52.1,Eucalyptus lucasii,DN 4283,"Kumarina roadhouse, WA",2002,CCA3993,4283,Eucalyptus lucasii,D.Nicolle,4283,24,38,17,119,36,33,200,25,Alive,None evident,,Not applicable,Flowered,4283,2002,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,9.6,7.39,9.36,7.53,2.02,0.757847534,2.23,1.69,3.6037,"Kumarina roadhouse, WA",Not applicable,-24.63805556,119.6091667,WA,Lignotuber,690,3054,0.069,22.49167,30.13333,14.03333,211,34,3,60.59742,96,14,96,34,14.56667,44.54638,656.2526,38.3,5.6,32.7,30.13333,19.01667,0.3054,210.6946,
572,R200/T28,-27.59,1.2,51.9,Eucalyptus lucasii,DN 4283,"Kumarina roadhouse, WA",2002,CCA3996,4283,Eucalyptus lucasii,D.Nicolle,4283,24,38,17,119,36,33,200,28,Alive,None evident,,Not applicable,Flowered,4283,2002,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,9.36,7.6,9.48,7.52,1.86,0.730290456,2.41,1.76,3.364,"Kumarina roadhouse, WA",Not applicable,-24.63805556,119.6091667,WA,Lignotuber,690,3054,0.069,22.49167,30.13333,14.03333,211,34,3,60.59742,96,14,96,34,14.56667,44.54638,656.2526,38.3,5.6,32.7,30.13333,19.01667,0.3054,210.6946,
573,R200/T29,-27.38,0.9,48.5,Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",2002,CCA3997,4303,Eucalyptus gongylocarpa,D.Nicolle,4303,26,9,11,121,16,29,200,29,Alive,None evident,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,R200/T30,-25.8,0.8,50.1,Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",2002,CCA3998,4303,Eucalyptus gongylocarpa,D.Nicolle,4303,26,9,11,121,16,29,200,30,Alive,None evident,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,R200/T31,-28.24,0.9,49.3,Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",2002,CCA3999,4303,Eucalyptus gongylocarpa,D.Nicolle,4303,26,9,11,121,16,29,200,31,Alive,None evident,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,R201/T13,-27.97,0.9,52.8,Eucalyptus rowleyi,DN 4279,"Rudall 2, WA",2002,CCA4006,4279,"Eucalyptus rowleyi
",D.Nicolle,4279,22,32,13,121,29,25,201,13,Alive,None evident,,Not applicable,Flowered,4279,2002,Eucalyptus rowleyi,Eucalyptus rowleyi,Adnataria,7.23,6.03,7.19,6.07,1.16,0.792,1.25,0.99,5.5159,"Rudall River, WA",Not applicable,-22.53694444,121.4902778,WA,Lignotuber,767,3232,0.0767,24.8875,31.48333,16.88333,248,56,2,79.94888,136,10,125,31,15.04167,48.36549,602.2727,39.5,8.4,31.1,30.8,22.3,0.3232,247.6768,
577,R201/T15,-27.59,1,52.8,Eucalyptus rowleyi,DN 4279,"Rudall 2, WA",2002,CCA4007,4279,"Eucalyptus rowleyi
",D.Nicolle,4279,22,32,13,121,29,25,201,15,Alive,None evident,,Not applicable,,4279,2002,Eucalyptus rowleyi,Eucalyptus rowleyi,Adnataria,6.57,5.48,6,4.96,1.065,0.975609756,0.82,0.8,5.2294,"Rudall River, WA",Not applicable,-22.53694444,121.4902778,WA,Lignotuber,767,3232,0.0767,24.8875,31.48333,16.88333,248,56,2,79.94888,136,10,125,31,15.04167,48.36549,602.2727,39.5,8.4,31.1,30.8,22.3,0.3232,247.6768,
578,R201/T21,-28.25,1,53.8,Eucalyptus aridomontana,DN 1191,"Mt Nameless, WA",2002,CCA4009,1191,Eucalyptus aridomontana,D.Nicolle,1191,22,43,17,117,45,37,201,21,Alive,None evident,,Not applicable,Flowered,1191,2002,Eucalyptus aridimontana,Eucalyptus aridomontana,Adnataria,9.32,7.4,9.03,6.65,2.15,0.759825328,2.29,1.74,2.9853,"Mt Nameless 1, WA",Not applicable,-22.72138889,117.7602778,WA,Lignotuber,1349,2941,0.1349,22.64166641,29.10000038,15.28333282,397,87,4,81.62078857,218,17,208,58,15.05000019,49.18300629,565.1300659,37.90000153,7.300000191,30.60000229,28.63333321,22.76666641,0.2941,396.7059,
579,R202/T08,-27.57,0.9,53.7,Eucalyptus nudicaulis,DN 4184,"Mt Isa, Qld",2002,CCA4019,4184,Eucalyptus nudicaulis,D.Nicolle,4184,20,33,59,139,28,40,202,8,Alive,None evident,,Not applicable,Flowered,4184,2002,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Exsertaria,7.81,6.19,7.74,5.95,1.705,0.690265487,1.13,0.78,2.5449,"Mt Isa, Qld",Not applicable,-20.56638889,139.4777778,Qld,Lignotuber,1631,2917,0.1631,24.4,29.6,17.53333,476,111,4,99.5789,293,17,293,17,13.65,49.27798,500.7767,36.6,8.9,27.7,29.6,17.53333,0.2917,475.7083,
580,R202/T09,-28.65,1.1,54.4,Eucalyptus nudicaulis,DN 4184,"Mt Isa, Qld",2002,CCA4020,4184,Eucalyptus nudicaulis,D.Nicolle,4184,20,33,59,139,28,40,202,9,Alive,None evident,,Not applicable,Flowered,4184,2002,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Exsertaria,6.7,5.15,6.57,4.99,1.565,0.695121951,0.82,0.57,2.1762,"Mt Isa, Qld",Not applicable,-20.56638889,139.4777778,Qld,Lignotuber,1631,2917,0.1631,24.4,29.6,17.53333,476,111,4,99.5789,293,17,293,17,13.65,49.27798,500.7767,36.6,8.9,27.7,29.6,17.53333,0.2917,475.7083,
581,R202/T11,-28.63,0.9,54.8,Eucalyptus nudicaulis,DN 4184,"Mt Isa, Qld",2002,CCA4022,4184,Eucalyptus nudicaulis,D.Nicolle,4184,20,33,59,139,28,40,202,11,Alive,None evident,,Not applicable,Flowered,4184,2002,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Exsertaria,5.6,4.63,5.3,4.37,0.95,0.689189189,0.74,0.51,2.1865,"Mt Isa, Qld",Not applicable,-20.56638889,139.4777778,Qld,Lignotuber,1631,2917,0.1631,24.4,29.6,17.53333,476,111,4,99.5789,293,17,293,17,13.65,49.27798,500.7767,36.6,8.9,27.7,29.6,17.53333,0.2917,475.7083,
582,R202/T21,-28.38,0.8,48,Eucalyptus melanophloia subsp. nana,DN 4183,"Mt Isa, Qld",2002,CCA4026,4183,Eucalyptus melanophloia subsp. nana,D.Nicolle,4183,20,53,16,139,26,48,202,21,Alive,None evident,,Not applicable,Flowered,4183,2002,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,7.93,5.89,8.13,5.65,2.26,0.705426357,1.29,0.91,0.7309,"Mount Isa 2, Qld",Not applicable,-20.88777778,139.4466667,"NT,Qld",Combination,1493,2913,0.1493,24.1375,29.51667,17.11667,435,102,5,93.86642,257,20,257,20,13.84167,49.08392,513.8453,36.7,8.5,28.2,28.8,17.11667,0.2913,434.7087,
583,R202/T22,-27.82,1,48.4,Eucalyptus melanophloia subsp. nana,DN 4183,"Mt Isa, Qld",2002,CCA4027,4183,Eucalyptus melanophloia subsp. nana,D.Nicolle,4183,20,53,16,139,26,48,202,22,Alive,None evident,,Not applicable,Flowered,4183,2002,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,6.7,5.23,6.98,5.04,1.705,0.660550459,1.09,0.72,1.3122,"Mount Isa 2, Qld",Not applicable,-20.88777778,139.4466667,"NT,Qld",Combination,1493,2913,0.1493,24.1375,29.51667,17.11667,435,102,5,93.86642,257,20,257,20,13.84167,49.08392,513.8453,36.7,8.5,28.2,28.8,17.11667,0.2913,434.7087,
584,R202/T23,-29,0.8,49.2,Eucalyptus melanophloia subsp. nana,DN 4183,"Mt Isa, Qld",2002,CCA4028,4183,Eucalyptus melanophloia subsp. nana,D.Nicolle,4183,20,53,16,139,26,48,202,23,Alive,None evident,,Not applicable,Flowered,4183,2002,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,6.45,5.55,7.32,4.41,1.905,0.714285714,1.19,0.85,1.6033,"Mount Isa 2, Qld",Not applicable,-20.88777778,139.4466667,"NT,Qld",Combination,1493,2913,0.1493,24.1375,29.51667,17.11667,435,102,5,93.86642,257,20,257,20,13.84167,49.08392,513.8453,36.7,8.5,28.2,28.8,17.11667,0.2913,434.7087,
585,R203/T10,-26.36,0.8,50.1,Eucalyptus normantonensis,DN 4179,"Dajarra, Qld",2002,CCA4039,4179,Eucalyptus normantonensis ,D.Nicolle,4179,22,10,0,139,38,37,203,10,Alive,None evident,,Not applicable,,4179,2002,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,7.99,6.06,7.43,5.47,1.945,0.72,1.5,1.08,2.0936,"Dajarra, Qld",Not applicable,-22.16666667,139.6436111,"NT,Qld,WA",Lignotuber,1211,2922,0.1211,24.25833,30.45,16.5,354,87,6,91.87244,214,25,214,25,14.96667,49.07104,573.8777,37.9,7.4,30.5,30.45,16.5,0.2922,353.7078,
586,R203/T11,-27.18,1,50.9,Eucalyptus normantonensis,DN 4179,"Dajarra, Qld",2002,CCA4040,4179,Eucalyptus normantonensis ,D.Nicolle,4179,22,10,0,139,38,37,203,11,Alive,None evident,,Not applicable,,4179,2002,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,6.38,5.17,6.51,5.09,1.315,0.785123967,1.21,0.95,3.3629,"Dajarra, Qld",Not applicable,-22.16666667,139.6436111,"NT,Qld,WA",Lignotuber,1211,2922,0.1211,24.25833,30.45,16.5,354,87,6,91.87244,214,25,214,25,14.96667,49.07104,573.8777,37.9,7.4,30.5,30.45,16.5,0.2922,353.7078,
587,R206/T05,-25.27,0.8,52.3,Eucalyptus singularis,DN 3816,"Pingaring, WA",2002,CCA4114,3816,Eucalyptus singularis,D.Nicolle,3816,32,45,6,118,58,43,206,5,Alive,None evident,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,R206/T06,-26.62,0.7,52.6,Eucalyptus singularis,DN 3816,"Pingaring, WA",2002,CCA4115,3816,Eucalyptus singularis,D.Nicolle,3816,32,45,6,118,58,43,206,6,Alive,Moderate,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,R206/T07,-27.38,0.7,51.3,Eucalyptus singularis,DN 3816,"Pingaring, WA",2002,CCA4116,3816,Eucalyptus singularis,D.Nicolle,3816,32,45,6,118,58,43,206,7,Alive,Slight,,Not applicable,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,R207/T20,-28.74,1.1,53.2,Eucalyptus blakelyi,DN 3796,Warby Range Vic,2002,CCA4140,3796,Eucalyptus blakelyi ,D.Nicolle,3796,36,17,55,146,9,52,207,20,Alive,None evident,,Not applicable,Flowered,3796,2002,Eucalyptus blakelyi ,Eucalyptus blakelyi,Exsertaria,11.62,9.48,10.83,8.37,2.3,0.598314607,3.56,2.13,3.2956,Warby Range Vic,Not applicable,-36.29861111,146.1644444,"NSW,Vic,Qld",Combination,4651,1605,0.4651,14.44167,21.21667,7.9,747,85,37,26.61942,246,130,137,238,11.96667,44.65174,543.5859,29.5,2.7,26.8,8.65,21.06667,0.1605,746.8395,
591,R207/T22,-29.11,0.9,49.1,Eucalyptus blakelyi,DN 3796,Warby Range Vic,2002,CCA4142,3796,Eucalyptus blakelyi ,D.Nicolle,3796,36,17,55,146,9,52,207,22,Alive,None evident,,Not applicable,Flowered,3796,2002,Eucalyptus blakelyi ,Eucalyptus blakelyi,Exsertaria,9.71,7.18,10.07,7.63,2.485,0.703703704,2.16,1.52,2.5856,Warby Range Vic,Not applicable,-36.29861111,146.1644444,"NSW,Vic,Qld",Combination,4651,1605,0.4651,14.44167,21.21667,7.9,747,85,37,26.61942,246,130,137,238,11.96667,44.65174,543.5859,29.5,2.7,26.8,8.65,21.06667,0.1605,746.8395,
