,RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance.x,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019,UniqueID,Yearplanted,Current.name,TaxonoriginalDN,Section,Diam.1.Bark,Diam.1.peeled,Diam.2.Bark,Diam.2.peeled,bark.thickness,WD,Volume.wood,Leaf.dry.weight,Wood.dry.weight,Provenance.y,Drought2006Scale,latitude,longitude,Stateoccurrence,Regeneration.Strategy,ai_et0,et0_yr,AICorrected,MAT,TWQ,TCQ,MAP,PWM,PDM,PS,PWarmQ,PDQ,PWetQ,PCQ,MDR,ISOT,TS,MaxTWM,MinTCM,TAR,MTWQ,MeanTDQ,et0_yr_corrected,PrecDeficit,ConsevationStatusNSW
500,R198/T17,-30.84,1,49.8,Eucalyptus paniculata,DN 2903,"Batemans Bay, NSW",2000,CCA3953,2903,Eucalyptus paniculata,D.Nicolle,2903,35,46,9,150,8,57,198,17,Alive,Moderate,,None evident,Flowered,2903,2000,Eucalyptus paniculata,Eucalyptus paniculata,Adnataria,8.79,7.4,8.32,6.72,1.495,0.714285714,2.03,1.45,3.1964,"Batemans Bay, NSW",0,-35.76916667,150.1491667,NSW,Combination,7335,1451,0.7335,15.90833282,20.06666565,11.38333321,1065,133,44,26.85518265,346,170,339,201,8.516666412,46.28623581,350.744873,24.29999924,5.900000095,18.39999962,18.93333244,12.05000019,0.1451,1064.8549,
501,R220/T06,-28.57,1,52.5,Eucalyptus lehmannii subsp. parallela,DN 3704,"No Tree Hill, WA",2001,CCA4222,3704,Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,33,46,57,120,3,6,220,6,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,R220/T07,-26.08,0.8,51.4,Eucalyptus lehmannii subsp. parallela,DN 3704,"No Tree Hill, WA",2001,CCA4223,3704,Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,33,46,57,120,3,6,220,7,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,R220/T08,-26.74,1,50.3,Eucalyptus lehmannii subsp. parallela,DN 3704,"No Tree Hill, WA",2001,CCA4224,3704,Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,33,46,57,120,3,6,220,8,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,R220/T13,-27.24,1.1,50.3,Eucalyptus albopurpurea,DN 3180,"Sleaford, SA",2001,CCA4229,3180,Eucalyptus albopurpurea,D.Nicolle,3180,34,49,59,135,43,59,220,13,Alive,None evident,,None evident,Flowered,3180,2001,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,11.43,9.08,10.69,8.45,2.295,0.704477612,3.35,2.36,3.575,"Sleaford Mere 2, SA",0,-34.83305556,135.7330556,SA,Lignotuber,3017,1627,0.3017,15.75833321,19.66666603,11.85000038,491,83,12,62.28969193,231,44,44,231,9.5,51.35135269,319.2237244,25.60000038,7.099999905,18.5,11.85000038,19.66666603,0.1627,490.8373,
505,R220/T15,-27.52,1.1,52.1,Eucalyptus albopurpurea,DN 3180,"Sleaford, SA",2001,CCA4231,3180,Eucalyptus albopurpurea,D.Nicolle,3180,34,49,59,135,43,59,220,15,Alive,Slight,,None evident,Flowered,3180,2001,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,9.87,7.81,10.03,7.71,2.19,0.713768116,2.76,1.97,3.3475,"Sleaford Mere 2, SA",0,-34.83305556,135.7330556,SA,Lignotuber,3017,1627,0.3017,15.75833321,19.66666603,11.85000038,491,83,12,62.28969193,231,44,44,231,9.5,51.35135269,319.2237244,25.60000038,7.099999905,18.5,11.85000038,19.66666603,0.1627,490.8373,
506,R220/T16,-27.88,1.2,51.9,Eucalyptus albopurpurea,DN 3180,"Sleaford, SA",2001,CCA4232,3180,Eucalyptus albopurpurea,D.Nicolle,3180,34,49,59,135,43,59,220,16,Alive,Slight,,None evident,Flowered,3180,2001,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,9.72,7.69,9.32,7.85,1.75,0.728448276,2.32,1.69,2.5945,"Sleaford Mere 2, SA",0,-34.83305556,135.7330556,SA,Lignotuber,3017,1627,0.3017,15.75833321,19.66666603,11.85000038,491,83,12,62.28969193,231,44,44,231,9.5,51.35135269,319.2237244,25.60000038,7.099999905,18.5,11.85000038,19.66666603,0.1627,490.8373,
507,R323/T25,-27.66,0.7,54.7,Eucalyptus rigens,NA,NA,2001,NA,NA,Eucalyptus rigens,D.Nicolle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,R323/T26,-26.83,0.7,52.9,Eucalyptus rigens,NA,NA,2001,NA,NA,Eucalyptus rigens,D.Nicolle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,R323/T28,-27.11,0.6,52.5,Eucalyptus rigens,NA,NA,2001,NA,NA,Eucalyptus rigens,D.Nicolle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,R221/T21,-26.89,0.9,54.6,Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",2001,CCA4264,3660,Eucalyptus frenchiana,D.Nicolle,3660,32,10,24,121,8,15,221,21,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,R221/T22,-27.65,0.9,52.8,Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",2001,CCA4265,3660,Eucalyptus frenchiana,D.Nicolle,3660,32,10,24,121,8,15,221,22,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,R221/T23,-27.85,0.9,51.9,Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",2001,CCA4266,3660,Eucalyptus frenchiana,D.Nicolle,3660,32,10,24,121,8,15,221,23,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,R221/T30,-28.42,0.7,52.6,Eucalyptus distuberosa subsp. aerata,DN 3657,"Bronzite Ridge, WA",2001,CCA4273,3657,Eucalyptus distuberosa subsp. aerata,D.Nicolle,3657,32,11,29,121,17,6,221,30,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,R221/T31,-29.39,0.8,54.1,Eucalyptus distuberosa subsp. aerata,DN 3657,"Bronzite Ridge, WA",2001,CCA4274,3657,Eucalyptus distuberosa subsp. aerata,D.Nicolle,3657,32,11,29,121,17,6,221,31,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,R221/T32,-28.25,0.9,51.9,Eucalyptus distuberosa subsp. aerata,DN 3657,"Bronzite Ridge, WA",2001,CCA4275,3657,Eucalyptus distuberosa subsp. aerata,D.Nicolle,3657,32,11,29,121,17,6,221,32,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,R221/T33,-29.93,0.8,52.9,Eucalyptus distuberosa subsp. distuberosa,DN 3480,"Yellowdine, WA",2001,CCA4276,3480,Eucalyptus distuberosa subsp. distuberosa ,D.Nicolle,3480,31,9,53,119,50,19,221,33,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,R221/T34,-29.84,0.9,51.4,Eucalyptus distuberosa subsp. distuberosa,DN 3480,"Yellowdine, WA",2001,CCA4277,3480,Eucalyptus distuberosa subsp. distuberosa ,D.Nicolle,3480,31,9,53,119,50,19,221,34,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,R222/T35,-28.7,1,52.6,Eucalyptus sp. North Balladonia,DN 3625,"south of Zanthus, WA",2001,CCA4312,3625,Eucalyptus sp. North Balladonia (aff. sheathiana),D.Nicolle,3625,31,23,33,123,47,32,222,35,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,R222/T36,-27.44,1.1,53.3,Eucalyptus caesia subsp. caesia,DN 3679,"King Rocks, WA",2001,CCA4313,3679,Eucalyptus caesia subsp. caesia,D.Nicolle,3679,32,19,35,119,9,24,222,36,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,R222/T37,-27.73,1.2,52.8,Eucalyptus caesia subsp. caesia,DN 3679,"King Rocks, WA",2001,CCA4314,3679,Eucalyptus caesia subsp. caesia,D.Nicolle,3679,32,19,35,119,9,24,222,37,Alive,Moderate,,Slight,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,R222/T38,-27.96,0.9,52,Eucalyptus caesia subsp. caesia,DN 3679,"King Rocks, WA",2001,CCA4315,3679,Eucalyptus caesia subsp. caesia,D.Nicolle,3679,32,19,35,119,9,24,222,38,Alive,None evident,,Moderate,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,R224/T13,-26.93,0.7,52,Eucalyptus creta,DN 3606,"Mt Ney, WA",2001,CCA4355,3606,Eucalyptus creta,D.Nicolle,3606,33,4,18,122,49,0,224,13,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,R224/T14,-26.74,0.4,52.8,Eucalyptus creta,DN 3606,"Mt Ney, WA",2001,CCA4356,3606,Eucalyptus creta,D.Nicolle,3606,33,4,18,122,49,0,224,14,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,R224/T15,-27.04,0.6,52.1,Eucalyptus creta,DN 3606,"Mt Ney, WA",2001,CCA4357,3606,Eucalyptus creta,D.Nicolle,3606,33,4,18,122,49,0,224,15,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,R224/T21,-29.42,1.7,48.4,Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",2001,CCA4363,3523,Eucalyptus camaldulensis subsp. arida,D.Nicolle,3523,28,19,10,114,32,21,224,21,Alive,Moderate,,Moderate,,3523,2001,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,8.71,7.66,9.34,7.51,1.44,0.621621622,2.22,1.38,2.1449,"Northampton, WA",2,-28.31944444,114.5391667,"WA,NT,Qld,SA,NSW",Combination,1773,2340,0.1773,20.97916603,26.94999886,15.1833334,415,85,4,85.38768005,233,19,37,228,13.60833359,51.74271011,480.9954529,35.5,9.199999809,26.29999924,16.54999924,24.71666718,0.234,414.766,
526,R224/T22,-27.45,1.6,47.6,Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",2001,CCA4364,3523,Eucalyptus camaldulensis subsp. arida,D.Nicolle,3523,28,19,10,114,32,21,224,22,Alive,Severe,,None evident,,3523,2001,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,7.41,5.13,7.23,5.31,2.1,0.588235294,1.36,0.8,2.1739,"Northampton, WA",0,-28.31944444,114.5391667,"WA,NT,Qld,SA,NSW",Combination,1773,2340,0.1773,20.97916603,26.94999886,15.1833334,415,85,4,85.38768005,233,19,37,228,13.60833359,51.74271011,480.9954529,35.5,9.199999809,26.29999924,16.54999924,24.71666718,0.234,414.766,
527,R224/T23,-28.24,1.7,52.7,Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",2001,CCA4365,3523,Eucalyptus camaldulensis subsp. arida,D.Nicolle,3523,28,19,10,114,32,21,224,23,Alive,Severe,,None evident,Flowered,3523,2001,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,8.86,7.3,8.73,6.83,1.73,0.55,2.2,1.21,1.7624,"Northampton, WA",0,-28.31944444,114.5391667,"WA,NT,Qld,SA,NSW",Combination,1773,2340,0.1773,20.97916603,26.94999886,15.1833334,415,85,4,85.38768005,233,19,37,228,13.60833359,51.74271011,480.9954529,35.5,9.199999809,26.29999924,16.54999924,24.71666718,0.234,414.766,
528,R224/T29,-27.83,0.8,50.6,Eucalyptus salicola,DN 3493,"Bimbijy Station, WA",2001,CCA4371,3493,Eucalyptus salicola,D.Nicolle,3493,29,46,52,118,14,20,224,29,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,R224/T31,-27.55,0.8,50.2,Eucalyptus salicola,DN 3493,"Bimbijy Station, WA",2001,CCA4372,3493,Eucalyptus salicola,D.Nicolle,3493,29,46,52,118,14,20,224,31,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,R224/T32,-28.43,0.8,50.1,Eucalyptus salicola,DN 3493,"Bimbijy Station, WA",2001,CCA4373,3493,Eucalyptus salicola,D.Nicolle,3493,29,46,52,118,14,20,224,32,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,R224/T33,-26.7,0.9,49.7,Eucalyptus extensa,DN 3467,"Marvel Loch, WA",2001,CCA4374,3467,Eucalyptus extensa,D.Nicolle,3467,31,38,5,119,34,14,224,33,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,R224/T34,-26.92,0.8,49.7,Eucalyptus extensa,DN 3467,"Marvel Loch, WA",2001,CCA4375,3467,Eucalyptus extensa,D.Nicolle,3467,31,38,5,119,34,14,224,34,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,R224/T35,-28.17,1,50.8,Eucalyptus extensa,DN 3467,"Marvel Loch, WA",2001,CCA4376,3467,Eucalyptus extensa,D.Nicolle,3467,31,38,5,119,34,14,224,35,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,R227/T01,-28.16,0.8,52.7,Eucalyptus astringens subsp. astringens,DN 3438,"Dragon Rocks, WA",2001,CCA4440,3438,Eucalyptus astringens subsp. astringens,D.Nicolle,3438,32,44,1,119,0,19,227,1,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,R227/T02,-29.03,0.9,53,Eucalyptus astringens subsp. astringens,DN 3438,"Dragon Rocks, WA",2001,CCA4441,3438,Eucalyptus astringens subsp. astringens,D.Nicolle,3438,32,44,1,119,0,19,227,2,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,R227/T04,-29.7,0.6,51.9,Eucalyptus astringens subsp. astringens,DN 3438,"Dragon Rocks, WA",2001,CCA4443,3438,Eucalyptus astringens subsp. astringens,D.Nicolle,3438,32,44,1,119,0,19,227,4,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,R227/T09,-27.56,1,53.7,Eucalyptus gardneri subsp. gardneri,DN 3434,"Kulin, WA",2001,CCA4446,3434,Eucalyptus gardneri subsp. gardneri,D.Nicolle,3434,32,44,44,118,9,4,227,9,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,R227/T10,-29.07,0.9,53,Eucalyptus gardneri subsp. gardneri,DN 3434,"Kulin, WA",2001,CCA4447,3434,Eucalyptus gardneri subsp. gardneri,D.Nicolle,3434,32,44,44,118,9,4,227,10,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,R229/T01,-27.95,0.8,54.2,Eucalyptus falcata,DN 3433,"Cargannocking Hill, WA",2001,CCA4499,3433,Eucalyptus falcata,D.Nicolle,3433,32,44,44,118,9,4,229,1,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,R229/T02,-28.07,0.9,51.4,Eucalyptus falcata,DN 3433,"Cargannocking Hill, WA",2001,CCA4500,3433,Eucalyptus falcata,D.Nicolle,3433,32,44,44,118,9,4,229,2,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,R229/T04,-27.24,0.8,50.3,Eucalyptus falcata,DN 3433,"Cargannocking Hill, WA",2001,CCA4501,3433,Eucalyptus falcata,D.Nicolle,3433,32,44,44,118,9,4,229,4,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,R229/T22,-27.56,0.9,51.3,Eucalyptus petraea,DN 3766,"Coorow, WA",2001,CCA4517,3766,Eucalyptus petraea,D.Nicolle,3766,29,55,24,116,6,44,229,22,Alive,None evident,,None evident,,3766,2001,Eucalyptus petraea,Eucalyptus petraea,Adnataria,8.05,5.94,7.69,5.69,2.055,0.76,1.25,0.95,3.2803,"Coorow, WA",0,-29.92333333,116.1122222,WA,Lignotuber,1440,2429,0.144,19.3125,26.2,12.73333,350,59,8,61.57726,166,32,37,161,14.09167,49.09988,558.102,35.7,7,28.7,13.98333,24.21667,0.2429,349.7571,
543,R229/T23,-26.19,0.8,53.2,Eucalyptus petraea,DN 3766,"Coorow, WA",2001,CCA4518,3766,Eucalyptus petraea,D.Nicolle,3766,29,55,24,116,6,44,229,23,Alive,None evident,,None evident,Flowered,3766,2001,Eucalyptus petraea,Eucalyptus petraea,Adnataria,10.53,9.61,10.19,8.45,1.33,0.787545788,2.73,2.15,2.1854,"Coorow, WA",0,-29.92333333,116.1122222,WA,Lignotuber,1440,2429,0.144,19.3125,26.2,12.73333,350,59,8,61.57726,166,32,37,161,14.09167,49.09988,558.102,35.7,7,28.7,13.98333,24.21667,0.2429,349.7571,
544,R231/T09,-28.13,0.9,50.6,Eucalyptus latens,DN 3742,"Ongerup, WA",2001,CCA4560,3742,Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,33,40,36,118,20,39,231,9,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,R231/T11,-26.21,1.3,48.1,Eucalyptus latens,DN 3742,"Ongerup, WA",2001,CCA4562,3742,Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,33,40,36,118,20,39,231,11,Alive,Slight,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,R231/T12,-26.24,1.3,49.5,Eucalyptus latens,DN 3742,"Ongerup, WA",2001,CCA4563,3742,Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,33,40,36,118,20,39,231,12,Alive,None evident,,None evident,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,R233/T21,-28.14,0.7,52.3,Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",2001,CCA4620,3579,Eucalyptus purpurata,D.Nicolle,3579,33,40,7,120,24,3,233,21,Alive,Slight,,Slight,Flowered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
