"","RowTree","d13C","totalN","totalC","UniqueID","Yearplanted","Current.name","TaxonoriginalDN","Section","PackedForSequencing","Diam.1.Bark","Diam.2.Bark","Diam.1.peeled","Diam.2.peeled","Volume.wood","Leaf.dry.weight","Wood.dry.weight","Taxonsimplified_DN","Acceptedname_ALA","Note.Gbif","Taxonresolution_ALA","Collector","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2019Scale","Drought2020","Drought2020Scale","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted.1","Drought2006Scale","latitude","longitude","Binomial.Dean.Nicolle","Stateoccurrence","Regeneration.Strategy","CCA","ai_et0","et0_yr","AICorrected","MAT","TWQ","TCQ","MAP","PWM","PDM","PS","PWarmQ","PDQ","PWetQ","PCQ","MDR","ISOT","TS","MaxTWM","MinTCM","TAR","MTWQ","MeanTDQ","et0_yr_corrected","PrecDeficit","ConsevationStatusNSW"
"117","R048/T10",-25.49,1.2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","R042/T11",-25.44,1.1,50.7,427,1994,"Eucalyptus sparsa","Eucalyptus sparsa","Adnataria","x",6.07,6.02,4.37,4.26,0.71,3.2712,0.52,"Eucalyptus sparsa","Eucalyptus sparsa","","Species","D.Nicolle","Everard Ranges, SA",27,0,34,132,30,56,42,11,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-27.00944444,132.5155556,"Eucalyptus sparsa","SA,WA,NT","Lignotuber","Y",956,2886,0.0956,19.7625,26.9,12.03333,276,38,12,34.03615,103,45,92,46,13.675,45.73579,603.1212,34.8,4.9,29.9,26.28333,12.73333,0.2886,275.7114,""
"119","R042/T32",-26.2,0.8,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","R042/T34",-28.02,0.8,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","R044/T01",-28.82,1,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","R044/T03",-27.16,1.3,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","R044/T04",-28.64,0.9,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","R045/T14",-29.75,0.8,47.2,423,1994,"Eucalyptus intertexta","Eucalyptus intertexta","Adnataria","x",7.39,7.52,6.15,6.07,1.46,2.5873,1,"Eucalyptus intertexta","Eucalyptus intertexta","","Species","D.Nicolle","Everard Ranges, SA",27,2,20,132,32,55,45,14,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-27.03888889,132.5486111,"Eucalyptus intertexta","NSW,SA,Qld, NT, WA","Combination","Y",934,2932,0.0934,19.89167,27.13333,12.03333,274,37,12,32.83533,101,46,91,46,14.5,46.77419,613.1618,35.4,4.4,31,26.5,12.71667,0.2932,273.7068,""
"125","R045/T15",-29.15,0.9,47.7,423,1994,"Eucalyptus intertexta","Eucalyptus intertexta","Adnataria","x",8.35,8.78,6.27,6.53,1.58,2.2672,1.08,"Eucalyptus intertexta","Eucalyptus intertexta","","Species","D.Nicolle","Everard Ranges, SA",27,2,20,132,32,55,45,15,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-27.03888889,132.5486111,"Eucalyptus intertexta","NSW,SA,Qld, NT, WA","Combination","Y",934,2932,0.0934,19.89167,27.13333,12.03333,274,37,12,32.83533,101,46,91,46,14.5,46.77419,613.1618,35.4,4.4,31,26.5,12.71667,0.2932,273.7068,""
"126","R045/T16",-29.13,1,48.6,423,1994,"Eucalyptus intertexta","Eucalyptus intertexta","Adnataria","x",8.53,9,6.05,5.69,1.33,2.3012,0.82,"Eucalyptus intertexta","Eucalyptus intertexta","","Species","D.Nicolle","Everard Ranges, SA",27,2,20,132,32,55,45,16,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-27.03888889,132.5486111,"Eucalyptus intertexta","NSW,SA,Qld, NT, WA","Combination","Y",934,2932,0.0934,19.89167,27.13333,12.03333,274,37,12,32.83533,101,46,91,46,14.5,46.77419,613.1618,35.4,4.4,31,26.5,12.71667,0.2932,273.7068,""
"127","R046/T36",-29.39,1.1,49.3,742,1994,"Eucalyptus polyanthemos subsp. polyanthemos","Eucalyptus polyanthemos subsp. polyanthemos","Adnataria","x",8.57,7.65,6.61,5.73,1.44,3.8141,0.99,"Eucalyptus polyanthemos subsp. polyanthemos","Eucalyptus polyanthemos subsp. polyanthemos","","Subspecies","D.Nicolle","Rylstone, NSW",32,41,37,150,0,10,46,36,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-32.69361111,150.0027778,"Eucalyptus polyanthemos subsp. polyanthemos","NSW","Combination","Y",4899,1551,0.4899,14.15833,20.45,7.666667,760,93,42,20.11829,233,151,233,157,12,46.33205,514.6924,27.7,1.8,25.9,20.45,11.06667,0.1551,759.8449,""
"128","R047/T05",-28.4,1.1,48.5,747,1994,"Eucalyptus conica","Eucalyptus conica","Adnataria","x",13.42,14.13,10.85,11.93,5.15,2.8956,3.55,"Eucalyptus conica","Eucalyptus conica","","Species","D.Nicolle","Bylong, NSW",32,24,14,150,13,20,47,5,"Alive","Slight","1","Slight","1","?","Scattered","Secondary & tertiary branches","3 - 6 months","None evident","","Slight","Flowered","Flowered",1994,"1",-32.40388889,150.2222222,"Eucalyptus conica","NSW","Combination","Y",3791,1722,0.3791,16.7875,23.01667,10.25,653,94,33,30.08189,227,121,227,122,12.30833,46.97837,514.1724,29.9,3.7,26.2,23.01667,13.66667,0.1722,652.8278,""
"129","R047/T06",-27.45,1.3,49.8,747,1994,"Eucalyptus conica","Eucalyptus conica","Adnataria","x",12.02,12.1,9.24,9.04,3,1.787,2.03,"Eucalyptus conica","Eucalyptus conica","","Species","D.Nicolle","Bylong, NSW",32,24,14,150,13,20,47,6,"Alive","Slight","1","Slight","1","?","Scattered","Secondary & tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1994,"0",-32.40388889,150.2222222,"Eucalyptus conica","NSW","Combination","Y",3791,1722,0.3791,16.7875,23.01667,10.25,653,94,33,30.08189,227,121,227,122,12.30833,46.97837,514.1724,29.9,3.7,26.2,23.01667,13.66667,0.1722,652.8278,""
"130","R047/T08",-28.47,1.1,50.1,747,1994,"Eucalyptus conica","Eucalyptus conica","Adnataria","x",13.37,12.38,9.21,10.84,3.61,1.3188,2.41,"Eucalyptus conica","Eucalyptus conica","","Species","D.Nicolle","Bylong, NSW",32,24,14,150,13,20,47,8,"Alive","Slight","1","Slight","1","?","None evident","","","","","Moderate","","",1994,"2",-32.40388889,150.2222222,"Eucalyptus conica","NSW","Combination","Y",3791,1722,0.3791,16.7875,23.01667,10.25,653,94,33,30.08189,227,121,227,122,12.30833,46.97837,514.1724,29.9,3.7,26.2,23.01667,13.66667,0.1722,652.8278,""
"131","R047/T19",-28.98,1,48.3,743,1994,"Eucalyptus dawsonii","Eucalyptus dawsonii","Adnataria","x",12.6,12.97,9.71,10.48,5.14,3.4601,3.28,"Eucalyptus dawsonii","Eucalyptus dawsonii","","Species","D.Nicolle","Ginghi, NSW",32,36,31,150,4,29,47,19,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-32.60861111,150.0747222,"Eucalyptus dawsonii","NSW","Combination","Y",4369,1590,0.4369,15.21667,21.3,8.916667,695,91,37,23.41216,222,135,222,136,11.15,45.3252,497.8971,27.8,3.2,24.6,21.3,12.28333,0.159,694.841,""
"132","R047/T20",-28.83,1.1,48.9,743,1994,"Eucalyptus dawsonii","Eucalyptus dawsonii","Adnataria","x",11.44,11.32,8.59,9.12,2.68,2.7477,1.73,"Eucalyptus dawsonii","Eucalyptus dawsonii","","Species","D.Nicolle","Ginghi, NSW",32,36,31,150,4,29,47,20,"Alive","Slight","1","None evident","0","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-32.60861111,150.0747222,"Eucalyptus dawsonii","NSW","Combination","Y",4369,1590,0.4369,15.21667,21.3,8.916667,695,91,37,23.41216,222,135,222,136,11.15,45.3252,497.8971,27.8,3.2,24.6,21.3,12.28333,0.159,694.841,""
"133","R047/T21",-28.13,1.2,49.3,743,1994,"Eucalyptus dawsonii","Eucalyptus dawsonii","Adnataria","x",9.47,8.39,6.93,7.53,1.85,2.8784,1.22,"Eucalyptus dawsonii","Eucalyptus dawsonii","","Species","D.Nicolle","Ginghi, NSW",32,36,31,150,4,29,47,21,"Alive","Slight","1","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-32.60861111,150.0747222,"Eucalyptus dawsonii","NSW","Combination","Y",4369,1590,0.4369,15.21667,21.3,8.916667,695,91,37,23.41216,222,135,222,136,11.15,45.3252,497.8971,27.8,3.2,24.6,21.3,12.28333,0.159,694.841,""
"134","R048/T13",-25.9,0.9,50,777,1994,"Eucalyptus melliodora","Eucalyptus melliodora","Adnataria","x",12.06,12.93,9.38,9.88,3.44,2.7063,2.17,"Eucalyptus melliodora","Eucalyptus melliodora","","Species","D.Nicolle","Rylstone, NSW",32,42,44,149,57,58,48,13,"Alive","Slight","1","None evident","0","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-32.71222222,149.9661111,"Eucalyptus melliodora","NSW,Vic,Qld","Combination","Y",4644,1580,0.4644,14.475,20.86667,7.866667,734,90,40,20.44896,227,145,227,150,12.66667,47.26368,523.3003,28.4,1.6,26.8,20.86667,11.3,0.158,733.842,""
"135","R048/T14",-28.91,1,48.2,777,1994,"Eucalyptus melliodora","Eucalyptus melliodora","Adnataria","x",12.27,11.96,9.23,9.51,3.6,2.1894,2.43,"Eucalyptus melliodora","Eucalyptus melliodora","","Species","D.Nicolle","Rylstone, NSW",32,42,44,149,57,58,48,14,"Alive","None evident","0","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-32.71222222,149.9661111,"Eucalyptus melliodora","NSW,Vic,Qld","Combination","Y",4644,1580,0.4644,14.475,20.86667,7.866667,734,90,40,20.44896,227,145,227,150,12.66667,47.26368,523.3003,28.4,1.6,26.8,20.86667,11.3,0.158,733.842,""
"136","R048/T15",-27.78,1.2,48.3,777,1994,"Eucalyptus melliodora","Eucalyptus melliodora","Adnataria","x",13.61,12.1,9.24,11.06,3.71,2.1719,2.48,"Eucalyptus melliodora","Eucalyptus melliodora","","Species","D.Nicolle","Rylstone, NSW",32,42,44,149,57,58,48,15,"Alive","Slight","1","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-32.71222222,149.9661111,"Eucalyptus melliodora","NSW,Vic,Qld","Combination","Y",4644,1580,0.4644,14.475,20.86667,7.866667,734,90,40,20.44896,227,145,227,150,12.66667,47.26368,523.3003,28.4,1.6,26.8,20.86667,11.3,0.158,733.842,""
"137","R048/T18",-28.75,1,47.7,746,1994,"Eucalyptus caleyi subsp. caleyi","Eucalyptus caleyi subsp. caleyi","Adnataria","x",13.44,13.26,10.53,10.24,3.79,4.3974,2.44,"Eucalyptus caleyi subsp. caleyi","Eucalyptus caleyi subsp. caleyi","","Subspecies","D.Nicolle","Bylong, NSW",32,24,13,150,13,41,48,18,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-32.40361111,150.2280556,"Eucalyptus caleyi subsp. caleyi","NSW,Qld","Combination","Y",3752,1726,0.3752,16.875,23.08333,10.33333,648,93,33,29.87578,225,120,225,120,12.21667,46.80715,513.5372,29.9,3.8,26.1,23.08333,10.33333,0.1726,647.8274,""
"138","R048/T19",-29.09,0.9,47,746,1994,"Eucalyptus caleyi subsp. caleyi","Eucalyptus caleyi subsp. caleyi","Adnataria","x",15.43,16.13,11.74,12.24,5.88,4.5628,3.96,"Eucalyptus caleyi subsp. caleyi","Eucalyptus caleyi subsp. caleyi","","Subspecies","D.Nicolle","Bylong, NSW",32,24,13,150,13,41,48,19,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-32.40361111,150.2280556,"Eucalyptus caleyi subsp. caleyi","NSW,Qld","Combination","Y",3752,1726,0.3752,16.875,23.08333,10.33333,648,93,33,29.87578,225,120,225,120,12.21667,46.80715,513.5372,29.9,3.8,26.1,23.08333,10.33333,0.1726,647.8274,""
"139","R048/T22",-29.56,1.1,49.2,736,1994,"Eucalyptus polybractea","Eucalyptus polybractea","Adnataria","x",10.51,10.91,8.08,8.42,2.67,1.4191,2.09,"Eucalyptus polybractea","Eucalyptus polybractea","","Species","D.Nicolle","West Wyalong, NSW",33,53,32,147,4,24,48,22,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-33.89222222,147.0733333,"Eucalyptus polybractea","Vic,SA,NSW","Lignotuber","Y",2660,1909,0.266,16.42917,23.88333,9,508,55,33,16.14885,141,108,129,121,12.79167,44.57027,604.0524,31.7,3,28.7,12.5,20.98333,0.1909,507.8091,""
"140","R048/T23",-29.8,0.9,49.3,736,1994,"Eucalyptus polybractea","Eucalyptus polybractea","Adnataria","x",9.49,8.39,7.92,6.67,2.27,2.9842,1.72,"Eucalyptus polybractea","Eucalyptus polybractea","","Species","D.Nicolle","West Wyalong, NSW",33,53,32,147,4,24,48,23,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-33.89222222,147.0733333,"Eucalyptus polybractea","Vic,SA,NSW","Lignotuber","Y",2660,1909,0.266,16.42917,23.88333,9,508,55,33,16.14885,141,108,129,121,12.79167,44.57027,604.0524,31.7,3,28.7,12.5,20.98333,0.1909,507.8091,""
"141","R048/T24",-28.8,1,49.9,736,1994,"Eucalyptus polybractea","Eucalyptus polybractea","Adnataria","x",12.35,11.36,8.45,9.28,3.14,2.8898,2.33,"Eucalyptus polybractea","Eucalyptus polybractea","","Species","D.Nicolle","West Wyalong, NSW",33,53,32,147,4,24,48,24,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-33.89222222,147.0733333,"Eucalyptus polybractea","Vic,SA,NSW","Lignotuber","Y",2660,1909,0.266,16.42917,23.88333,9,508,55,33,16.14885,141,108,129,121,12.79167,44.57027,604.0524,31.7,3,28.7,12.5,20.98333,0.1909,507.8091,""
"142","R048/T25",-28.27,1.3,48.7,751,1994,"Eucalyptus dwyeri","Eucalyptus dwyeri","Exsertaria","x",10.37,13.06,8.28,11.08,3.74,2.3607,2.28,"Eucalyptus dwyeri","Eucalyptus dwyeri","","Species","D.Nicolle","Wollar, NSW",32,18,7,150,2,50,48,25,"Alive","None evident","0","None evident","0","?","","","","","","Moderate","Flowered","Flowered",1994,"2",-32.30194444,150.0472222,"Eucalyptus dwyeri","NSW","Uncertain","Y",3934,1682,0.3934,16.08333,22.36667,9.516666,662,95,36,27.89203,222,125,222,126,11.38333,45.17196,518.2371,28.8,3.6,25.2,22.36667,12.96667,0.1682,661.8318,""
"143","R048/T28",-28.65,0.8,50.7,751,1994,"Eucalyptus dwyeri","Eucalyptus dwyeri","Exsertaria","x",10.3,9.57,8.57,7.39,2.56,3.3062,1.82,"Eucalyptus dwyeri","Eucalyptus dwyeri","","Species","D.Nicolle","Wollar, NSW",32,18,7,150,2,50,48,26,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-32.30194444,150.0472222,"Eucalyptus dwyeri","NSW","Uncertain","Y",3934,1682,0.3934,16.08333,22.36667,9.516666,662,95,36,27.89203,222,125,222,126,11.38333,45.17196,518.2371,28.8,3.6,25.2,22.36667,12.96667,0.1682,661.8318,""
"144","R048/T27",-27.32,1,50.4,751,1994,"Eucalyptus dwyeri","Eucalyptus dwyeri","Exsertaria","x",13.6,11.97,10.07,11.1,4.44,2.9881,3.03,"Eucalyptus dwyeri","Eucalyptus dwyeri","","Species","D.Nicolle","Wollar, NSW",32,18,7,150,2,50,48,27,"Alive","None evident","0","None evident","0","?","","","","","","Moderate","Flowered","Flowered",1994,"2",-32.30194444,150.0472222,"Eucalyptus dwyeri","NSW","Uncertain","Y",3934,1682,0.3934,16.08333,22.36667,9.516666,662,95,36,27.89203,222,125,222,126,11.38333,45.17196,518.2371,28.8,3.6,25.2,22.36667,12.96667,0.1682,661.8318,""
"145","R049/T01",-28.06,1,48.9,690,1994,"Eucalyptus viridis","Eucalyptus viridis","Adnataria","x",11.64,11.04,8.99,9.01,2.95,2.1263,2.2,"Eucalyptus viridis","Eucalyptus viridis","","Species","D.Nicolle","Hermidale, NSW",31,33,37,146,30,33,49,1,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-31.56027778,146.5091667,"Eucalyptus viridis","NSW,Vic,Qld","Lignotuber","Y",1985,2090,0.1985,18.2875,25.71667,10.61667,415,59,22,28.41955,141,82,141,82,12.575,43.6632,610.4846,33.1,4.3,28.8,25.71667,10.61667,0.209,414.791,""
"146","R049/T02",-28.57,1.3,50.2,690,1994,"Eucalyptus viridis","Eucalyptus viridis","Adnataria","x",10.8,10.03,8.36,7.8,1.94,1.5654,1.43,"Eucalyptus viridis","Eucalyptus viridis","","Species","D.Nicolle","Hermidale, NSW",31,33,37,146,30,33,49,2,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-31.56027778,146.5091667,"Eucalyptus viridis","NSW,Vic,Qld","Lignotuber","Y",1985,2090,0.1985,18.2875,25.71667,10.61667,415,59,22,28.41955,141,82,141,82,12.575,43.6632,610.4846,33.1,4.3,28.8,25.71667,10.61667,0.209,414.791,""
"147","R049/T03",-28.79,1,49.6,690,1994,"Eucalyptus viridis","Eucalyptus viridis","Adnataria","x",9.1,8.72,6.9,6.87,1.55,1.9321,1.1,"Eucalyptus viridis","Eucalyptus viridis","","Species","D.Nicolle","Hermidale, NSW",31,33,37,146,30,33,49,3,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-31.56027778,146.5091667,"Eucalyptus viridis","NSW,Vic,Qld","Lignotuber","Y",1985,2090,0.1985,18.2875,25.71667,10.61667,415,59,22,28.41955,141,82,141,82,12.575,43.6632,610.4846,33.1,4.3,28.8,25.71667,10.61667,0.209,414.791,""
"148","R049/T05",-27.83,1,47.4,681,1994,"Eucalyptus woollsiana","Eucalyptus woollsiana (E. pilligaensis)","Adnataria","x",10.57,9.87,8.56,7.29,2.48,1.8628,1.6,"Eucalyptus woollsiana","Eucalyptus woollsiana","","Species","D.Nicolle","Kogan, Qld",27,9,4,150,39,31,49,5,"Alive","None evident","0","None evident","0","?","","","","","","None evident","","",1994,"0",-27.15111111,150.6586111,"Eucalyptus woollsiana","Qld,NSW","Combination","Y",3100,1973,0.31,19.1125,25,12.21667,612,90,23,41.97261,238,84,238,84,12.95833,48.35199,519.152,31.7,4.9,26.8,24.21667,12.21667,0.1973,611.8027,""
"149","R049/T06",-28.04,1,46.7,681,1994,"Eucalyptus woollsiana","Eucalyptus woollsiana (E. pilligaensis)","Adnataria","x",10.26,10.57,8.07,8.21,2.41,2.2615,1.66,"Eucalyptus woollsiana","Eucalyptus woollsiana","","Species","D.Nicolle","Kogan, Qld",27,9,4,150,39,31,49,6,"Alive","None evident","0","None evident","0","?","","","","","","None evident","","",1994,"0",-27.15111111,150.6586111,"Eucalyptus woollsiana","Qld,NSW","Combination","Y",3100,1973,0.31,19.1125,25,12.21667,612,90,23,41.97261,238,84,238,84,12.95833,48.35199,519.152,31.7,4.9,26.8,24.21667,12.21667,0.1973,611.8027,""
"150","R049/T08",-29.47,1,49.1,681,1994,"Eucalyptus woollsiana","Eucalyptus woollsiana (E. pilligaensis)","Adnataria","x",10.71,9.93,8.33,7.58,2.69,3.786,2.01,"Eucalyptus woollsiana","Eucalyptus woollsiana","","Species","D.Nicolle","Kogan, Qld",27,9,4,150,39,31,49,8,"Alive","None evident","0","None evident","0","?","","","","","","None evident","","",1994,"0",-27.15111111,150.6586111,"Eucalyptus woollsiana","Qld,NSW","Combination","Y",3100,1973,0.31,19.1125,25,12.21667,612,90,23,41.97261,238,84,238,84,12.95833,48.35199,519.152,31.7,4.9,26.8,24.21667,12.21667,0.1973,611.8027,""
"151","R049/T15",-26.84,1.1,49.8,730,1994,"Eucalyptus morrisii","Eucalyptus morrisii","Exsertaria","x",8.77,9.55,7.48,6.9,2.28,5.0454,1.67,"Eucalyptus morrisii","Eucalyptus morrisii","","Species","D.Nicolle","Mt Boppy, NSW",31,32,27,146,16,47,49,15,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-31.54083333,146.2797222,"Eucalyptus morrisii","NSW","Lignotuber","Y",1971,2069,0.1971,18.00833,25.36667,10.43333,408,56,23,26.01555,134,83,129,86,12.05,42.88256,604.866,32.5,4.4,28.1,23.95,14.3,0.2069,407.7931,""
"152","R049/T17",-28.83,0.8,48,690,1994,"Eucalyptus melanophloia subsp. melanophloia","Eucalyptus melanophloia subsp. melanophloia","Adnataria","x",10.01,10.73,7.71,7.22,1.87,3.2956,1.29,"Eucalyptus melanophloia subsp. melanophloia","Eucalyptus melanophloia subsp. melanophloia","","Subspecies","D.Nicolle","Wandoan, Qld",26,16,2,150,2,53,49,17,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-26.26722222,150.0480556,"Eucalyptus melanophloia subsp. melanophloia","Qld,NSW","Combination","Y",3006,2082,0.3006,20.15833,26,13.25,626,92,27,44.66717,254,87,254,87,14.76667,51.6317,517.2867,33.3,4.7,28.6,26,13.25,0.2082,625.7918,""
"153","R049/T20",-28.74,1.2,50.2,713,1994,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","Exsertaria","x",13.26,12.88,10.63,10.82,4.32,3.6252,2.31,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","","Subspecies","D.Nicolle","Bororen, Qld",24,6,41,151,25,54,49,20,"Alive","Moderate","2","Moderate","2","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-24.11138889,151.4316667,"Eucalyptus tereticornis subsp. tereticornis","Qld,NSW,PNG","Combination","Y",5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,""
"154","R049/T21",-28.49,1.2,50,713,1994,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","Exsertaria","x",9.56,10.01,8.24,8.47,2.53,3.5207,1.37,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","","Subspecies","D.Nicolle","Bororen, Qld",24,6,41,151,25,54,49,21,"Alive","Moderate","2","Slight","1","?","Extensive","Secondary & tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-24.11138889,151.4316667,"Eucalyptus tereticornis subsp. tereticornis","Qld,NSW,PNG","Combination","Y",5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,""
"155","R049/T23",-28.36,1.2,50.3,713,1994,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","Exsertaria","x",11.13,11.34,9.48,9.39,3.23,3.4078,1.87,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","","Subspecies","D.Nicolle","Bororen, Qld",24,6,41,151,25,54,49,23,"Alive","Moderate","2","Moderate","2","?","Moderate","Primary, secondary & tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-24.11138889,151.4316667,"Eucalyptus tereticornis subsp. tereticornis","Qld,NSW,PNG","Combination","Y",5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,""
"156","R049/T24",-28.52,0.8,48.3,712,1994,"Eucalyptus moluccana","Eucalyptus moluccana","Adnataria","x",10.49,10.17,8.66,8.6,2.56,3.2073,1.78,"Eucalyptus moluccana","Eucalyptus moluccana","","Species","D.Nicolle","Gladstone, Qld",23,48,4,150,57,12,49,24,"Alive","Slight","1","None evident","0","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-23.80111111,150.9533333,"Eucalyptus moluccana","Qld,NSW","Combination","Y",4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,""
