RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019
R152/T20,-28.79,0.9,54.2,Eucalyptus diversifolia subsp. diversifolia,DN 1991,"Cape Nelson, Vic",1998,CCA3204,1991,Eucalyptus diversifolia subsp. diversifolia (subsp. megacarpa),D.Nicolle,1991,38,24,31,141,32,39,152,20,Alive,None evident,,None evident,Flowered
R153/T01,-26.02,1.3,48.6,Eucalyptus hypostomatica,DN 2080,"Paxton, NSW",1998,CCA3208,2080,Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,32,59,48,151,15,42,153,1,Alive,Moderate,,None evident,Flowered
R153/T02,-27.14,1.2,49.2,Eucalyptus hypostomatica,DN 2080,"Paxton, NSW",1998,CCA3209,2080,Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,32,59,48,151,15,42,153,2,Alive,Slight,,Moderate,Flowered
R153/T04,-27.62,1.2,49.8,Eucalyptus hypostomatica,DN 2080,"Paxton, NSW",1998,CCA3211,2080,Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,32,59,48,151,15,42,153,4,Alive,Moderate,,Slight,Flowered
R155/T10,-27.47,1.2,50.4,Eucalyptus largeana,DN 2086,"Craven, NSW",1998,CCA3228,2086,Eucalyptus largeana,D.Nicolle,2086,32,10,7,151,53,17,155,10,Alive,Slight,,Moderate,Flowered
R155/T11,-28.83,1.2,51.5,Eucalyptus largeana,DN 2086,"Craven, NSW",1998,CCA3229,2086,Eucalyptus largeana,D.Nicolle,2086,32,10,7,151,53,17,155,11,Alive,Moderate,,Slight,Flowered
R155/T12,-28.04,1.3,50.9,Eucalyptus largeana,DN 2086,"Craven, NSW",1998,CCA3230,2086,Eucalyptus largeana,D.Nicolle,2086,32,10,7,151,53,17,155,12,Alive,Slight,,None evident,Flowered
R156/T14,-28.64,1,44.9,Eucalyptus paedoglauca,DN 1298,"Mt Stuart, Qld",1998,CCA3236,1298,Eucalyptus paedoglauca,D.Nicolle,1298,19,21,39,146,48,30,156,14,Alive,None evident,,None evident,
R156/T15,-29.19,1.1,49.7,Eucalyptus paedoglauca,DN 1298,"Mt Stuart, Qld",1998,CCA3237,1298,Eucalyptus paedoglauca,D.Nicolle,1298,19,21,39,146,48,30,156,15,Alive,None evident,,None evident,
R156/T16,-29.77,1.1,50.8,Eucalyptus paedoglauca,DN 1298,"Mt Stuart, Qld",1998,CCA3238,1298,Eucalyptus paedoglauca,D.Nicolle,1298,19,21,39,146,48,30,156,16,Alive,Slight,,None evident,
R156/T21,-29.74,1.5,51.1,Eucalyptus glaucina,DN 2085,"Paterson, NSW",1998,CCA3239,2085,Eucalyptus glaucina,D.Nicolle,2085,32,33,54,151,36,8,156,21,Alive,Slight,,None evident,Flowered
R156/T23,-28.34,1.6,49.8,Eucalyptus glaucina,DN 2085,"Paterson, NSW",1998,CCA3241,2085,Eucalyptus glaucina,D.Nicolle,2085,32,33,54,151,36,8,156,23,Alive,None evident,,None evident,Flowered
R156/T24,-27.98,1.2,48.5,Eucalyptus glaucina,DN 2085,"Paterson, NSW",1998,CCA3242,2085,Eucalyptus glaucina,D.Nicolle,2085,32,33,54,151,36,8,156,24,Alive,Slight,,None evident,Flowered
R158/T17,-26.77,1.2,51.1,Eucalyptus squamosa,DN 2072,"Glenbrook, NSW",1998,CCA3250,2072,Eucalyptus squamosa,D.Nicolle,2072,33,47,42,150,34,14,158,17,Alive,None evident,,None evident,
R158/T19,-26.83,0.9,51.6,Eucalyptus squamosa,DN 2072,"Glenbrook, NSW",1998,CCA3252,2072,Eucalyptus squamosa,D.Nicolle,2072,33,47,42,150,34,14,158,19,Alive,None evident,,None evident,Flowered
R158/T20,-23.99,1.4,51.7,Eucalyptus squamosa,DN 2072,"Glenbrook, NSW",1998,CCA3253,2072,Eucalyptus squamosa,D.Nicolle,2072,33,47,42,150,34,14,158,20,Alive,None evident,,None evident,Flowered
R158/T29,-28.98,1.4,52.5,Eucalyptus seeana,DN 2089,"Lake Cathie, NSW",1998,CCA3254,2089,Eucalyptus seeana,D.Nicolle,2089,31,31,28,152,47,33,158,29,Alive,Moderate,,Slight,Flowered
R158/T30,-29.82,1.9,52.1,Eucalyptus seeana,DN 2089,"Lake Cathie, NSW",1998,CCA3255,2089,Eucalyptus seeana,D.Nicolle,2089,31,31,28,152,47,33,158,30,Alive,Slight,,None evident,Flowered
R158/T31,-30.24,1.3,52.4,Eucalyptus seeana,DN 2089,"Lake Cathie, NSW",1998,CCA3256,2089,Eucalyptus seeana,D.Nicolle,2089,31,31,28,152,47,33,158,31,Alive,Slight,,Severe,Flowered
R159/T09,-26.41,0.9,49.9,Eucalyptus curtisii,DN 2108,"Beerwah, Qld",1998,CCA3261,2108,Eucalyptus curtisii,D.Nicolle,2108,26,51,52,152,59,6,159,9,Alive,Slight,,None evident,
R159/T12,-27.24,1,50.6,Eucalyptus curtisii,DN 2108,"Beerwah, Qld",1998,CCA3262,2108,Eucalyptus curtisii,D.Nicolle,2108,26,51,52,152,59,6,159,12,Alive,Slight,,None evident,Flowered
R165/T08,-29,1.1,47.4,Eucalyptus tardecidens,DN 2521,"Maitland Downs, Qld",1999,CCA3315,2521,Eucalyptus tardecidens,D.Nicolle,2521,16,22,42,144,44,10,165,8,Alive,None evident,,None evident,Flowered
R165/T10,-28.85,1,49.4,Eucalyptus tardecidens,DN 2521,"Maitland Downs, Qld",1999,CCA3317,2521,Eucalyptus tardecidens,D.Nicolle,2521,16,22,42,144,44,10,165,10,Alive,None evident,,None evident,Flowered
R165/T11,-27.13,1.1,49.4,Eucalyptus tardecidens,DN 2521,"Maitland Downs, Qld",1999,CCA3318,2521,Eucalyptus tardecidens,D.Nicolle,2521,16,22,42,144,44,10,165,11,Alive,None evident,,None evident,
R165/T27,-28.85,2,51.2,Eucalyptus brassiana,DN 2512,"Coen, Qld",1999,CCA3324,2512,Eucalyptus brassiana,D.Nicolle,2512,14,36,54,143,27,4,165,27,Alive,Slight,,None evident,Flowered
R165/T28,-28.49,1.8,50.1,Eucalyptus brassiana,DN 2512,"Coen, Qld",1999,CCA3325,2512,Eucalyptus brassiana,D.Nicolle,2512,14,36,54,143,27,4,165,28,Alive,Severe,,None evident,
R165/T30,-27.69,1.7,49.8,Eucalyptus brassiana,DN 2512,"Coen, Qld",1999,CCA3327,2512,Eucalyptus brassiana,D.Nicolle,2512,14,36,54,143,27,4,165,30,Alive,Moderate,,None evident,Flowered
R165/T32,-29.59,1.2,50.5,Eucalyptus staigeriana,DN 2520,"Maitland Downs, Qld",1999,CCA3329,2520,Eucalyptus staigeriana,D.Nicolle,2520,16,12,10,144,45,7,165,32,Alive,None evident,,None evident,Flowered
R165/T33,-30.66,1.3,50.9,Eucalyptus staigeriana,DN 2520,"Maitland Downs, Qld",1999,CCA3330,2520,Eucalyptus staigeriana,D.Nicolle,2520,16,12,10,144,45,7,165,33,Alive,None evident,,None evident,Flowered
R165/T34,-30.43,1.2,50.5,Eucalyptus staigeriana,DN 2520,"Maitland Downs, Qld",1999,CCA3331,2520,Eucalyptus staigeriana,D.Nicolle,2520,16,12,10,144,45,7,165,34,Alive,None evident,,None evident,
R166/T01,-28.91,1.1,48,Eucalyptus sp. Mt Garnet,DN 2506,"Mt Garnet, Qld",1999,CCA3332,2506,Eucalyptus moluccana (northern variant),D.Nicolle,2506,17,43,39,145,2,51,166,1,Alive,Slight,,None evident,Flowered
R166/T02,-27.91,1.2,49.2,Eucalyptus sp. Mt Garnet,DN 2506,"Mt Garnet, Qld",1999,CCA3333,2506,Eucalyptus moluccana (northern variant),D.Nicolle,2506,17,43,39,145,2,51,166,2,Alive,None evident,,None evident,Flowered
R166/T03,-28.29,1.1,49.4,Eucalyptus sp. Mt Garnet,DN 2506,"Mt Garnet, Qld",1999,CCA3334,2506,Eucalyptus moluccana (northern variant),D.Nicolle,2506,17,43,39,145,2,51,166,3,Alive,Moderate,,None evident,Flowered
R166/T06,-28.3,1.1,49.1,Eucalyptus shirleyi,DN 2508,"Lappa Junction, Qld",1999,CCA3337,2508,Eucalyptus shirleyi ,D.Nicolle,2508,17,37,28,144,59,7,166,6,Alive,None evident,,None evident,Flowered
R166/T07,-28.07,1.1,46.8,Eucalyptus shirleyi,DN 2508,"Lappa Junction, Qld",1999,CCA3338,2508,Eucalyptus shirleyi ,D.Nicolle,2508,17,37,28,144,59,7,166,7,Alive,None evident,,None evident,Flowered
R166/T08,-28.9,0.9,46.8,Eucalyptus shirleyi,DN 2508,"Lappa Junction, Qld",1999,CCA3339,2508,Eucalyptus shirleyi ,D.Nicolle,2508,17,37,28,144,59,7,166,8,Alive,None evident,,None evident,Flowered
R166/T17,-29.96,1.4,48.8,Eucalyptus decolor,DN 2545,"Boynedale, Qld",1999,CCA3343,2545,Eucalyptus decolor,D.Nicolle,2545,24,11,51,151,16,32,166,17,Alive,None evident,,None evident,Flowered
R166/T19,-31.25,1,49.2,Eucalyptus decolor,DN 2545,"Boynedale, Qld",1999,CCA3345,2545,Eucalyptus decolor,D.Nicolle,2545,24,11,51,151,16,32,166,19,Alive,Slight,,None evident,Flowered
R166/T20,-30.43,1.2,49.5,Eucalyptus decolor,DN 2545,"Boynedale, Qld",1999,CCA3346,2545,Eucalyptus decolor,D.Nicolle,2545,24,11,51,151,16,32,166,20,Alive,None evident,,None evident,Flowered
R168/T14,-29.28,1,49.2,Eucalyptus longicornis,DN 2241,"Wagin, WA",1999,CCA3379,2241,Eucalyptus longicornis,D.Nicolle,2241,33,5,36,117,14,24,168,14,Alive,None evident,,None evident,Flowered
R168/T15,-29.65,0.9,50,Eucalyptus longicornis,DN 2241,"Wagin, WA",1999,CCA3380,2241,Eucalyptus longicornis,D.Nicolle,2241,33,5,36,117,14,24,168,15,Alive,None evident,,None evident,Flowered
R168/T16,-29.43,1.3,49.9,Eucalyptus longicornis,DN 2241,"Wagin, WA",1999,CCA3381,2241,Eucalyptus longicornis,D.Nicolle,2241,33,5,36,117,14,24,168,16,Alive,None evident,,None evident,Flowered
R170/T05,-29.35,0.8,46.9,Eucalyptus quadricostata,DN 2533,"Pentland, Qld",1999,CCA3409,2533,Eucalyptus quadricostata,D.Nicolle,2533,20,28,50,145,18,58,170,5,Alive,None evident,,None evident,Flowered
R170/T06,-29.24,1,47.3,Eucalyptus quadricostata,DN 2533,"Pentland, Qld",1999,CCA3410,2533,Eucalyptus quadricostata,D.Nicolle,2533,20,28,50,145,18,58,170,6,Alive,None evident,,None evident,Flowered
R170/T07,-28.85,0.8,46.6,Eucalyptus quadricostata,DN 2533,"Pentland, Qld",1999,CCA3411,2533,Eucalyptus quadricostata,D.Nicolle,2533,20,28,50,145,18,58,170,7,Alive,None evident,,None evident,Flowered
R170/T14,-28.53,1.2,50.5,Eucalyptus newbeyi,DN 212,"Beaufort Inlet, WA",1999,CCA3415,212,Eucalyptus newbeyi,D.Nicolle,212,34,27,12,118,52,33,170,14,Alive,None evident,,None evident,Flowered
R170/T15,-27,1.4,51.2,Eucalyptus newbeyi,DN 212,"Beaufort Inlet, WA",1999,CCA3416,212,Eucalyptus newbeyi,D.Nicolle,212,34,27,12,118,52,33,170,15,Alive,None evident,,None evident,Flowered
R170/T16,-28.92,1.2,52.2,Eucalyptus newbeyi,DN 212,"Beaufort Inlet, WA",1999,CCA3417,212,Eucalyptus newbeyi,D.Nicolle,212,34,27,12,118,52,33,170,16,Alive,None evident,,None evident,Flowered
R171/T27,-28.02,0.9,49.1,Eucalyptus wandoo subsp. wandoo,DN 230,"Stirling Range, WA",1999,CCA3441,230,Eucalyptus wandoo subsp. wandoo,D.Nicolle,230,32,21,13,118,4,9,171,27,Alive,None evident,,None evident,
R171/T28,-27.6,1,48.2,Eucalyptus wandoo subsp. wandoo,DN 230,"Stirling Range, WA",1999,CCA3442,230,Eucalyptus wandoo subsp. wandoo,D.Nicolle,230,32,21,13,118,4,9,171,28,Alive,None evident,,None evident,Flowered
