Taxon,Collector,Collector's #,Mother tree generalised location collected,Latitude degrees (south),Latitude minutes (south),Latitude seconds (south),Longitude degrees (east),Longitude minutes (east),Longitude seconds (east),Row #,Tree #,Status in Feb 2016,Drought stress (June 2019),Time since death (June 2019),2006 dieback/death,Maturity at June 2019,Year planted,RowTree,,,
Eucalyptus paliformis,D.Nicolle,592,"Wadbilliga Trig, NSW",36,20,36,149,35,40,56,5,Dead,,,Died in 2006,,1994,R056/T05,,,
Eucalyptus paliformis,D.Nicolle,592,"Wadbilliga Trig, NSW",36,20,36,149,35,40,56,6,Dead,,,Died in 2006,,1994,R056/T06,,,
Eucalyptus paliformis,D.Nicolle,592,"Wadbilliga Trig, NSW",36,20,36,149,35,40,56,7,Dead,,,,,1994,R056/T07,,,
Eucalyptus parramattensis subsp. decadens,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,8,Alive,Slight,,Moderate,Flowered,1994,R056/T08,,,
Eucalyptus parramattensis subsp. decadens,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,9,Alive,Slight,,Moderate,Flowered,1994,R056/T09,,,
Eucalyptus bensonii,D.Nicolle,773,"Wollemi, NSW",32,55,57,150,21,43,57,1,Dead,,,,,1994,R057/T01,,,
Eucalyptus rossii,D.Nicolle,781,"Pyramul, NSW",32,49,17,149,43,18,57,10,Alive,None evident,,None evident,,1994,R057/T10,,,
Eucalyptus rossii,D.Nicolle,781,"Pyramul, NSW",32,49,17,149,43,18,57,11,Alive,None evident,,Severe,Flowered,1994,R057/T11,,,
Eucalyptus rossii,D.Nicolle,781,"Pyramul, NSW",32,49,17,149,43,18,57,12,Dead,,,,,1994,R057/T12,,,
Eucalyptus multicaulis,D.Nicolle,771,"Wollemi NP, NSW",32,55,3,150,21,19,57,13,Dead,,,,,1994,R057/T13,,,
Eucalyptus multicaulis,D.Nicolle,771,"Wollemi NP, NSW",32,55,3,150,21,19,57,14,Dead,,,,,1994,R057/T14,,,
Eucalyptus multicaulis,D.Nicolle,771,"Wollemi NP, NSW",32,55,3,150,21,19,57,15,Dead,,,,,1994,R057/T15,,,
Eucalyptus multicaulis,D.Nicolle,771,"Wollemi NP, NSW",32,55,3,150,21,19,57,16,Dead,,,,,1994,R057/T16,,,
Eucalyptus olida,D.Nicolle,661,"Gibraltar Nat. Park, NSW",29,31,44,152,14,55,57,17,Dead,,,,,1994,R057/T17,,,
Eucalyptus olida,D.Nicolle,661,"Gibraltar Nat. Park, NSW",29,31,44,152,14,55,57,18,Dead,,,,,1994,R057/T18,,,
Eucalyptus olida,D.Nicolle,661,"Gibraltar Nat. Park, NSW",29,31,44,152,14,55,57,19,Dead,,,,,1994,R057/T19,,,
Eucalyptus bensonii,D.Nicolle,773,"Wollemi, NSW",32,55,57,150,21,43,57,2,Dead,,,,,1994,R057/T02,,,
Eucalyptus olida,D.Nicolle,661,"Gibraltar Nat. Park, NSW",29,31,44,152,14,55,57,20,Dead,,,,,1994,R057/T20,,,
Eucalyptus nova-anglica,D.Nicolle,656,"Guyra, NSW",30,8,10,151,51,34,57,21,Alive,Dead,6 - 12 months,Severe,,1994,R057/T21,,,
Eucalyptus nova-anglica,D.Nicolle,656,"Guyra, NSW",30,8,10,151,51,34,57,22,Dead,,,Died in 2006,,1994,R057/T22,,,
Eucalyptus nova-anglica,D.Nicolle,656,"Guyra, NSW",30,8,10,151,51,34,57,23,Dead,,,Died in 2006,,1994,R057/T23,,,
Eucalyptus nova-anglica,D.Nicolle,656,"Guyra, NSW",30,8,10,151,51,34,57,24,Alive,Severe,,Moderate,,1994,R057/T24,,,
Eucalyptus youmanii,D.Nicolle,654,"Armidale, NSW",30,25,49,151,42,39,57,25,Alive,None evident,,None evident,,1994,R057/T25,,,
Eucalyptus youmanii,D.Nicolle,654,"Armidale, NSW",30,25,49,151,42,39,57,26,Dead,,,,,1994,R057/T26,,,
Eucalyptus youmanii,D.Nicolle,654,"Armidale, NSW",30,25,49,151,42,39,57,27,Dead,,,,,1994,R057/T27,,,
Eucalyptus youmanii,D.Nicolle,654,"Armidale, NSW",30,25,49,151,42,39,57,28,Dead,,,,,1994,R057/T28,,,
Eucalyptus laevopinea,D.Nicolle,649,"Wollomombi, NSW",30,31,59,152,1,57,57,29,Dead,,,,,1994,R057/T29,,,
Eucalyptus bensonii,D.Nicolle,773,"Wollemi, NSW",32,55,57,150,21,43,57,3,Dead,,,,,1994,R057/T03,,,
Eucalyptus laevopinea,D.Nicolle,649,"Wollomombi, NSW",30,31,59,152,1,57,57,30,Alive,None evident,,None evident,Flowered,1994,R057/T30,,,
Eucalyptus laevopinea,D.Nicolle,649,"Wollomombi, NSW",30,31,59,152,1,57,57,31,Dead,,,,,1994,R057/T31,,,
Eucalyptus laevopinea,D.Nicolle,649,"Wollomombi, NSW",30,31,59,152,1,57,57,32,Alive,None evident,,None evident,Flowered,1994,R057/T32,,,
Eucalyptus nobilis,D.Nicolle,753,"Liverpool Range, NSW",31,51,40,150,9,59,57,33,Alive,Dead,6 - 12 months,Severe,,1994,R057/T33,,,
Eucalyptus nobilis,D.Nicolle,753,"Liverpool Range, NSW",31,51,40,150,9,59,57,34,Dead,,,,,1994,R057/T34,,,
Eucalyptus nobilis,D.Nicolle,753,"Liverpool Range, NSW",31,51,40,150,9,59,57,35,Dead,,,,,1994,R057/T35,,,
Eucalyptus nobilis,D.Nicolle,753,"Liverpool Range, NSW",31,51,40,150,9,59,57,36,Dead,,,,,1994,R057/T36,,,
Eucalyptus bensonii,D.Nicolle,773,"Wollemi, NSW",32,55,57,150,21,43,57,4,Alive,Slight,,None evident,,1994,R057/T04,,,
Eucalyptus macrorhyncha subsp. cannonii,D.Nicolle,779,"Capertee, NSW",33,3,28,149,55,24,57,5,Dead,,,,,1994,R057/T05,,,
Eucalyptus macrorhyncha subsp. cannonii,D.Nicolle,779,"Capertee, NSW",33,3,28,149,55,24,57,6,Alive,Slight,,None evident,Flowered,1994,R057/T06,,,
Eucalyptus macrorhyncha subsp. cannonii,D.Nicolle,779,"Capertee, NSW",33,3,28,149,55,24,57,7,Alive,None evident,,None evident,Flowered,1994,R057/T07,,,
Eucalyptus macrorhyncha subsp. cannonii,D.Nicolle,779,"Capertee, NSW",33,3,28,149,55,24,57,8,Dead,,,,,1994,R057/T08,,,
Eucalyptus rossii,D.Nicolle,781,"Pyramul, NSW",32,49,17,149,43,18,57,9,Dead,,,,,1994,R057/T09,,,
Eucalyptus mckieana,D.Nicolle,659,"Tingha, NSW",29,59,0,151,27,42,58,1,Alive,None evident,,None evident,,1994,R058/T01,,,
Eucalyptus moorei var. latiuscula,D.Nicolle,594,"Wadbilliga Trig, NSW",36,20,38,149,36,4,58,10,Dead,,,,,1994,R058/T10,,,
Eucalyptus moorei var. latiuscula,D.Nicolle,594,"Wadbilliga Trig, NSW",36,20,38,149,36,4,58,11,Dead,,,,,1994,R058/T11,,,
Eucalyptus ancophila,D.Nicolle,646,"Eungai Creek, NSW",30,48,59,152,51,12,58,12,Alive,None evident,,None evident,Flowered,1994,R058/T12,,,
Eucalyptus ancophila,D.Nicolle,646,"Eungai Creek, NSW",30,48,59,152,51,12,58,13,Alive,Slight,,None evident,Flowered,1994,R058/T13,,,
Eucalyptus ancophila,D.Nicolle,646,"Eungai Creek, NSW",30,48,59,152,51,12,58,14,Alive,None evident,,None evident,Flowered,1994,R058/T14,,,
Eucalyptus ancophila,D.Nicolle,646,"Eungai Creek, NSW",30,48,59,152,51,12,58,15,Alive,Slight,,None evident,Flowered,1994,R058/T15,,,
Eucalyptus mannifera subsp. 'alpine Victoria',D.Nicolle,581,"Omeo, Vic",36,57,38,147,28,46,58,16,Alive,Slight,,None evident,Flowered,1994,R058/T16,,,
Eucalyptus mannifera subsp. 'alpine Victoria',D.Nicolle,581,"Omeo, Vic",36,57,38,147,28,46,58,17,Alive,Severe,,Moderate,Flowered,1994,R058/T17,,,
Eucalyptus mannifera subsp. 'alpine Victoria',D.Nicolle,581,"Omeo, Vic",36,57,38,147,28,46,58,18,Dead,,,,,1994,R058/T18,,,
Eucalyptus mannifera subsp. 'alpine Victoria',D.Nicolle,581,"Omeo, Vic",36,57,38,147,28,46,58,19,Dead,,,,,1994,R058/T19,,,
Eucalyptus mckieana,D.Nicolle,659,"Tingha, NSW",29,59,0,151,27,42,58,2,Dead,,,,,1994,R058/T02,,,
Eucalyptus sphaerocarpa,D.Nicolle,704,"Blackdown Tableland, Qld",23,48,38,149,4,10,58,20,Dead,,,,,1994,R058/T20,,,
Eucalyptus sphaerocarpa,D.Nicolle,704,"Blackdown Tableland, Qld",23,48,38,149,4,10,58,21,Dead,,,,,1994,R058/T21,,,
Eucalyptus sphaerocarpa,D.Nicolle,704,"Blackdown Tableland, Qld",23,48,38,149,4,10,58,22,Dead,,,,,1994,R058/T22,,,
Eucalyptus sphaerocarpa,D.Nicolle,704,"Blackdown Tableland, Qld",23,48,38,149,4,10,58,23,Dead,,,,,1994,R058/T23,,,
Eucalyptus pauciflora subsp. pauciflora,D.Nicolle,476,"Caroline Forest Reserve, SA",37,55,,140,54,,58,24,Dead,,,Died in 2006,,1994,R058/T24,,,
Eucalyptus pauciflora subsp. pauciflora,D.Nicolle,476,"Caroline Forest Reserve, SA",37,55,,140,54,,58,25,Alive,Severe,,Severe,,1994,R058/T25,,,
Eucalyptus pauciflora subsp. pauciflora,D.Nicolle,476,"Caroline Forest Reserve, SA",37,55,,140,54,,58,26,Dead,,,,,1994,R058/T26,,,
Eucalyptus pauciflora subsp. pauciflora,D.Nicolle,476,"Caroline Forest Reserve, SA",37,55,,140,54,,58,27,Dead,,,Died in 2006,,1994,R058/T27,,,
Eucalyptus regnans,D.Nicolle,467,"Otway Ranges, Vic",38,30,,143,55,,58,28,Dead,,,,,1994,R058/T28,,,
Eucalyptus regnans,D.Nicolle,467,"Otway Ranges, Vic",38,30,,143,55,,58,29,Dead,,,,,1994,R058/T29,,,
Eucalyptus mckieana,D.Nicolle,659,"Tingha, NSW",29,59,0,151,27,42,58,3,Alive,None evident,,None evident,,1994,R058/T03,,,
Eucalyptus regnans,D.Nicolle,467,"Otway Ranges, Vic",38,30,,143,55,,58,30,Dead,,,,,1994,R058/T30,,,
Eucalyptus latisinensis,D.Nicolle,715,"Goodwood, Qld",25,10,35,152,22,7,58,31,Dead,,,,,1994,R058/T31,,,
Eucalyptus latisinensis,D.Nicolle,715,"Goodwood, Qld",25,10,35,152,22,7,58,32,Alive,None evident,,None evident,,1994,R058/T32,,,
Eucalyptus latisinensis,D.Nicolle,715,"Goodwood, Qld",25,10,35,152,22,7,58,33,Dead,,,,,1994,R058/T33,,,
Eucalyptus latisinensis,D.Nicolle,715,"Goodwood, Qld",25,10,35,152,22,7,58,34,Alive,None evident,,None evident,,1994,R058/T34,,,
Corymbia gummifera,-,-,Unknown origin,-,-,-,-,-,-,58,35,Alive,Slight,,None evident,Flowered,1994,R058/T35,,,
Corymbia gummifera,-,-,Unknown origin,-,-,-,-,-,-,58,36,Alive,None evident,,None evident,,1994,R058/T36,,,
Corymbia gummifera,-,-,Unknown origin,-,-,-,-,-,-,58,37,Alive,None evident,,None evident,Flowered,1994,R058/T37,,,
Eucalyptus hallii,D.Nicolle,716,"Goodwood, Qld",25,10,12,152,22,20,58,4,Alive,None evident,,None evident,,1994,R058/T04,,,
Eucalyptus hallii,D.Nicolle,716,"Goodwood, Qld",25,10,12,152,22,20,58,5,Alive,None evident,,None evident,Flowered,1994,R058/T05,,,
Eucalyptus hallii,D.Nicolle,716,"Goodwood, Qld",25,10,12,152,22,20,58,6,Alive,None evident,,None evident,Flowered,1994,R058/T06,,,
Eucalyptus hallii,D.Nicolle,716,"Goodwood, Qld",25,10,12,152,22,20,58,7,Alive,None evident,,None evident,Flowered,1994,R058/T07,,,
Eucalyptus moorei var. latiuscula,D.Nicolle,594,"Wadbilliga Trig, NSW",36,20,38,149,36,4,58,8,Dead,,,,,1994,R058/T08,,,
Eucalyptus moorei var. latiuscula,D.Nicolle,594,"Wadbilliga Trig, NSW",36,20,38,149,36,4,58,9,Dead,,,,,1994,R058/T09,,,
Eucalyptus langleyi,D.Nicolle,613,"Nowra 1, NSW",34,58,31,150,29,37,59,1,Dead,,,,,1994,R059/T01,,,
Eucalyptus lacrimans,D.Nicolle,590,"Adaminaby 1, NSW",36,3,19,148,50,9,59,10,Dead,,,Died in 2006,,1994,R059/T10,,,
Eucalyptus lacrimans,D.Nicolle,590,"Adaminaby 1, NSW",36,3,19,148,50,9,59,11,Dead,,,,,1994,R059/T11,,,
Eucalyptus populnea subsp. populnea,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,59,12,Alive,Slight,,None evident,,1994,R059/T12,,,
Eucalyptus populnea subsp. populnea,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,59,13,Alive,Moderate,,None evident,,1994,R059/T13,,,
Eucalyptus populnea subsp. populnea,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,59,14,Alive,Moderate,,None evident,,1994,R059/T14,,,
Eucalyptus populnea subsp. populnea,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,59,15,Alive,Slight,,None evident,Flowered,1994,R059/T15,,,
Corymbia hendersonii,D.Nicolle,701,"Springsure, Qld",24,13,26,148,14,34,59,16,Dead,,,,,1994,R059/T16,,,
Corymbia hendersonii,D.Nicolle,701,"Springsure, Qld",24,13,26,148,14,34,59,17,Alive,Dead,1 - 2 years,None evident,,1994,R059/T17,,,
Corymbia hendersonii,D.Nicolle,701,"Springsure, Qld",24,13,26,148,14,34,59,18,Dead,,,,,1994,R059/T18,,,
Eucalyptus imitans,D.Nicolle,615,"Nowra, NSW",34,54,51,150,28,32,59,19,Alive,None evident,,None evident,Flowered,1994,R059/T19,,,
Eucalyptus langleyi,D.Nicolle,613,"Nowra 1, NSW",34,58,31,150,29,37,59,2,Dead,,,,,1994,R059/T02,,,
Eucalyptus imitans,D.Nicolle,615,"Nowra, NSW",34,54,51,150,28,32,59,20,Dead,,,,,1994,R059/T20,,,
Eucalyptus imitans,D.Nicolle,615,"Nowra, NSW",34,54,51,150,28,32,59,21,Dead,,,,,1994,R059/T21,,,
Eucalyptus imitans,D.Nicolle,615,"Nowra, NSW",34,54,51,150,28,32,59,22,Alive,None evident,,None evident,Flowered,1994,R059/T22,,,
Eucalyptus chapmaniana,D.Nicolle,577,"Bright, Vic",36,43,13,147,7,1,59,23,Dead,,,Died in 2006,,1994,R059/T23,,,
Eucalyptus chapmaniana,D.Nicolle,577,"Bright, Vic",36,43,13,147,7,1,59,24,Dead,,,,,1994,R059/T24,,,
Eucalyptus chapmaniana,D.Nicolle,577,"Bright, Vic",36,43,13,147,7,1,59,25,Dead,,,,,1994,R059/T25,,,
Eucalyptus chapmaniana,D.Nicolle,577,"Bright, Vic",36,43,13,147,7,1,59,26,Dead,,,Died in 2006,,1994,R059/T26,,,
Eucalyptus dalrympleana subsp. dalrympleana,D.Nicolle,579,"Alpine National Park, Vic",36,57,23,147,23,14,59,27,Dead,,,Died in 2006,,1994,R059/T27,,,
Eucalyptus dalrympleana subsp. dalrympleana,D.Nicolle,579,"Alpine National Park, Vic",36,57,23,147,23,14,59,28,Dead,,,Died in 2006,,1994,R059/T28,,,
Eucalyptus dalrympleana subsp. dalrympleana,D.Nicolle,579,"Alpine National Park, Vic",36,57,23,147,23,14,59,29,Dead,,,,,1994,R059/T29,,,
Eucalyptus langleyi,D.Nicolle,613,"Nowra 1, NSW",34,58,31,150,29,37,59,3,Dead,,,,,1994,R059/T03,,,
Eucalyptus dalrympleana subsp. dalrympleana,D.Nicolle,579,"Alpine National Park, Vic",36,57,23,147,23,14,59,30,Dead,,,Died in 2006,,1994,R059/T30,,,
Eucalyptus radiata subsp. sejuncta,D.Nicolle,655,"Guyra, NSW",30,8,25,151,52,39,59,31,Dead,,,,,1994,R059/T31,,,
Eucalyptus radiata subsp. sejuncta,D.Nicolle,655,"Guyra, NSW",30,8,25,151,52,39,59,32,Dead,,,,,1994,R059/T32,,,
Eucalyptus radiata subsp. sejuncta,D.Nicolle,655,"Guyra, NSW",30,8,25,151,52,39,59,33,Dead,,,,,1994,R059/T33,,,
Eucalyptus radiata subsp. sejuncta,D.Nicolle,655,"Guyra, NSW",30,8,25,151,52,39,59,34,Dead,,,,,1994,R059/T34,,,
Corymbia clarksoniana,-,-,Unknown origin,-,-,-,-,-,-,59,35,Dead,,,,,1994,R059/T35,,,
Corymbia clarksoniana,-,-,Unknown origin,-,-,-,-,-,-,59,36,Dead,,,,,1994,R059/T36,,,
Corymbia clarksoniana,-,-,Unknown origin,-,-,-,-,-,-,59,37,Dead,,,,,1994,R059/T37,,,
Eucalyptus sparsifolia (E. ralla),D.Nicolle,614,"Yalwal 1, NSW",34,54,44,150,28,38,59,4,Alive,Severe,,None evident,,1994,R059/T04,,,
Eucalyptus sparsifolia (E. ralla),D.Nicolle,614,"Yalwal 1, NSW",34,54,44,150,28,38,59,5,Dead,,,,,1994,R059/T05,,,
Eucalyptus sparsifolia (E. ralla),D.Nicolle,614,"Yalwal 1, NSW",34,54,44,150,28,38,59,6,Dead,,,,,1994,R059/T06,,,
Eucalyptus sparsifolia (E. ralla),D.Nicolle,614,"Yalwal 1, NSW",34,54,44,150,28,38,59,7,Dead,,,,,1994,R059/T07,,,
Eucalyptus lacrimans,D.Nicolle,590,"Adaminaby 1, NSW",36,3,19,148,50,9,59,8,Dead,,,,,1994,R059/T08,,,
Eucalyptus lacrimans,D.Nicolle,590,"Adaminaby 1, NSW",36,3,19,148,50,9,59,9,Dead,,,Died in 2006,,1994,R059/T09,,,
Eucalyptus vicina,D.Nicolle,728,"Hermidale, NSW",31,33,4,146,41,29,60,1,Alive,None evident,,None evident,Flowered,1994,R060/T01,,,
Eucalyptus rossii,D.Nicolle,725,"Narrabri, NSW",30,49,29,149,28,17,60,10,Alive,None evident,,None evident,Flowered,1994,R060/T10,,,
Eucalyptus rossii,D.Nicolle,725,"Narrabri, NSW",30,49,29,149,28,17,60,11,Alive,None evident,,None evident,Flowered,1994,R060/T11,,,
Eucalyptus rossii,D.Nicolle,725,"Narrabri, NSW",30,49,29,149,28,17,60,12,Alive,Slight,,None evident,Flowered,1994,R060/T12,,,
"Corymbia variegata

",D.Nicolle,721,"Mt Barney, Qld",28,17,,152,12,,60,13,Dead,,,,,1994,R060/T13,,,
Eucalyptus ligustrina,D.Nicolle,624,"Kings Tableland, NSW",33,44,43,150,22,41,60,14,Dead,,,,,1994,R060/T14,,,
Eucalyptus ligustrina,D.Nicolle,624,"Kings Tableland, NSW",33,44,43,150,22,41,60,15,Dead,,,,,1994,R060/T15,,,
Eucalyptus ligustrina,D.Nicolle,624,"Kings Tableland, NSW",33,44,43,150,22,41,60,16,Dead,,,,,1994,R060/T16,,,
Eucalyptus ligustrina,D.Nicolle,624,"Kings Tableland, NSW",33,44,43,150,22,41,60,17,Dead,,,,,1994,R060/T17,,,
Eucalyptus oblonga,D.Nicolle,622,"Royal National Park, NSW",34,6,8,151,3,29,60,18,Alive,Moderate,,None evident,Flowered,1994,R060/T18,,,
Eucalyptus oblonga,D.Nicolle,622,"Royal National Park, NSW",34,6,8,151,3,29,60,19,Dead,,,,,1994,R060/T19,,,
Eucalyptus vicina,D.Nicolle,728,"Hermidale, NSW",31,33,4,146,41,29,60,2,Alive,None evident,,None evident,Flowered,1994,R060/T02,,,
Eucalyptus oblonga,D.Nicolle,622,"Royal National Park, NSW",34,6,8,151,3,29,60,20,Dead,,,,,1994,R060/T20,,,
Eucalyptus oblonga,D.Nicolle,622,"Royal National Park, NSW",34,6,8,151,3,29,60,21,Dead,,,,,1994,R060/T21,,,
Eucalyptus obstans (E. burgessiana),D.Nicolle,623,"Springwood, NSW",33,40,12,150,34,6,60,22,Dead,,,,,1994,R060/T22,,,
Eucalyptus obstans (E. burgessiana),D.Nicolle,623,"Springwood, NSW",33,40,12,150,34,6,60,23,Dead,,,,,1994,R060/T23,,,
Eucalyptus obstans (E. burgessiana),D.Nicolle,623,"Springwood, NSW",33,40,12,150,34,6,60,24,Dead,,,,,1994,R060/T24,,,
Eucalyptus luehmanniana,D.Nicolle,621,"Royal National Park 1, NSW",34,7,43,151,4,45,60,25,Dead,,,,,1994,R060/T25,,,
Eucalyptus luehmanniana,D.Nicolle,621,"Royal National Park 1, NSW",34,7,43,151,4,45,60,26,Dead,,,,,1994,R060/T26,,,
Eucalyptus luehmanniana,D.Nicolle,621,"Royal National Park 1, NSW",34,7,43,151,4,45,60,27,Dead,,,,,1994,R060/T27,,,
Eucalyptus luehmanniana,D.Nicolle,621,"Royal National Park 1, NSW",34,7,43,151,4,45,60,28,Dead,,,,,1994,R060/T28,,,
Eucalyptus interstans,D.Nicolle,667,"Drake, NSW",28,55,44,152,23,38,60,29,Alive,Slight,,Moderate,Flowered,1994,R060/T29,,,
Eucalyptus vicina,D.Nicolle,728,"Hermidale, NSW",31,33,4,146,41,29,60,3,Alive,None evident,,None evident,Flowered,1994,R060/T03,,,
Eucalyptus interstans,D.Nicolle,667,"Drake, NSW",28,55,44,152,23,38,60,30,Alive,Moderate,,Moderate,Flowered,1994,R060/T30,,,
Eucalyptus interstans,D.Nicolle,667,"Drake, NSW",28,55,44,152,23,38,60,31,Alive,Fallen since 2016,,,,1994,R060/T31,,,
Eucalyptus interstans,D.Nicolle,667,"Drake, NSW",28,55,44,152,23,38,60,32,Alive,None evident,,Moderate,Flowered,1994,R060/T32,,,
Eucalyptus bridgesiana,D.Nicolle,570,"Beechworth, Vic",36,19,13,146,40,45,60,33,Alive,Moderate,,Moderate,,1994,R060/T33,,,
Eucalyptus bridgesiana,D.Nicolle,570,"Beechworth, Vic",36,19,13,146,40,45,60,34,Alive,Slight,,Moderate,Flowered,1994,R060/T34,,,
Eucalyptus bridgesiana,D.Nicolle,570,"Beechworth, Vic",36,19,13,146,40,45,60,35,Alive,Moderate,,Moderate,,1994,R060/T35,,,
Eucalyptus bridgesiana,D.Nicolle,570,"Beechworth, Vic",36,19,13,146,40,45,60,36,Alive,Slight,,Slight,Flowered,1994,R060/T36,,,
Eucalyptus apiculata,D.Nicolle,617,"Berrima, NSW",34,29,30,150,16,0,60,37,Dead,,,,,1994,R060/T37,,,
Eucalyptus apiculata,D.Nicolle,617,"Berrima, NSW",34,29,30,150,16,0,60,38,Dead,,,,,1994,R060/T38,,,
Eucalyptus apiculata,D.Nicolle,617,"Berrima, NSW",34,29,30,150,16,0,60,39,Dead,,,,,1994,R060/T39,,,
Eucalyptus vicina,D.Nicolle,728,"Hermidale, NSW",31,33,4,146,41,29,60,4,Alive,None evident,,None evident,Flowered,1994,R060/T04,,,
Eucalyptus kybeanensis,D.Nicolle,593,"Wadbilliga Trig, NSW",36,20,31,149,36,0,60,5,Dead,,,,,1994,R060/T05,,,
Eucalyptus kybeanensis,D.Nicolle,593,"Wadbilliga Trig, NSW",36,20,31,149,36,0,60,6,Dead,,,,,1994,R060/T06,,,
Eucalyptus kybeanensis,D.Nicolle,593,"Wadbilliga Trig, NSW",36,20,31,149,36,0,60,7,Dead,,,,,1994,R060/T07,,,
Eucalyptus kybeanensis,D.Nicolle,593,"Wadbilliga Trig, NSW",36,20,31,149,36,0,60,8,Dead,,,,,1994,R060/T08,,,
Eucalyptus rossii,D.Nicolle,725,"Narrabri, NSW",30,49,29,149,28,17,60,9,Alive,Moderate,,None evident,Flowered,1994,R060/T09,,,
Eucalyptus michaeliana,D.Nicolle,650,"Hillgrove, NSW",30,35,27,151,57,19,61,1,Alive,None evident,,None evident,Flowered,1994,R061/T01,,,
Eucalyptus nobilis,D.Nicolle,647,"Dorrigo, NSW",30,19,25,152,42,49,61,10,Dead,,,Died in 2006,,1994,R061/T10,,,
Eucalyptus nobilis,D.Nicolle,647,"Dorrigo, NSW",30,19,25,152,42,49,61,11,Dead,,,Died in 2006,,1994,R061/T11,,,
Eucalyptus nobilis,D.Nicolle,647,"Dorrigo, NSW",30,19,25,152,42,49,61,12,Dead,,,Died in 2006,,1994,R061/T12,,,
Eucalyptus fusiformis,D.Nicolle,645,"Macksville, NSW",30,54,9,152,51,12,61,13,Alive,Slight,,None evident,Flowered,1994,R061/T13,,,
Eucalyptus fusiformis,D.Nicolle,645,"Macksville, NSW",30,54,9,152,51,12,61,14,Alive,Slight,,None evident,Flowered,1994,R061/T14,,,
Eucalyptus fusiformis,D.Nicolle,645,"Macksville, NSW",30,54,9,152,51,12,61,15,Alive,Moderate,,None evident,Flowered,1994,R061/T15,,,
Eucalyptus fusiformis,D.Nicolle,645,"Macksville, NSW",30,54,9,152,51,12,61,16,Alive,Slight,,None evident,Flowered,1994,R061/T16,,,
Eucalyptus pilularis,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,17,Dead,,,,,1994,R061/T17,,,
Eucalyptus pilularis,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,18,Dead,,,,,1994,R061/T18,,,
Eucalyptus pilularis,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,19,Dead,,,,,1994,R061/T19,,,
Eucalyptus michaeliana,D.Nicolle,650,"Hillgrove, NSW",30,35,27,151,57,19,61,2,Alive,None evident,,Severe,Flowered,1994,R061/T02,,,
Eucalyptus pilularis,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,20,Dead,,,,,1994,R061/T20,,,
Eucalyptus capitellata,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,21,Alive,Slight,,None evident,Flowered,1994,R061/T21,,,
Eucalyptus capitellata,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,22,Alive,Slight,,None evident,Flowered,1994,R061/T22,,,
Eucalyptus capitellata,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,23,Alive,Slight,,None evident,,1994,R061/T23,,,
Eucalyptus capitellata,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,24,Dead,,,,,1994,R061/T24,,,
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,25,Alive,Moderate,,Moderate,Flowered,1994,R061/T25,,,
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,26,Alive,Slight,,Moderate,Flowered,1994,R061/T26,,,
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,27,Alive,Moderate,,Severe,Flowered,1994,R061/T27,,,
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,28,Dead,,,Died in 2006,,1994,R061/T28,,,
Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,29,Alive,None evident,,None evident,Flowered,1994,R061/T29,,,
Eucalyptus michaeliana,D.Nicolle,650,"Hillgrove, NSW",30,35,27,151,57,19,61,3,Alive,Moderate,,Moderate,Flowered,1994,R061/T03,,,
Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,30,Alive,None evident,,None evident,Flowered,1994,R061/T30,,,
Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,31,Alive,None evident,,None evident,Flowered,1994,R061/T31,,,
Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,32,Alive,None evident,,None evident,Flowered,1994,R061/T32,,,
Eucalyptus williamsiana,D.Nicolle,660,"Gibraltar Range, NSW",29,32,39,152,15,45,61,33,Dead,,,,,1994,R061/T33,,,
